Unnamed: 0.1,Unnamed: 0,text_id,term_id,text,term,polarity,example1_term_id,example1_prompt,example1_sim_score,example2_term_id,example2_prompt,example2_sim_score,example3_term_id,example3_prompt,example3_sim_score,polarity_pred,prompt_name,prompt,error,structured_analysis,unstructured_analysis
235,235,89,235,The Scene Hunky waiters dub diners darling and it sounds like they mean it.,Scene,neutral,8061,"Input: ""The waiters didn't clean it up until they brought our dessert.""
Term: waiters
Output: negative
",0.2184306562085055,9567,"Input: ""i mean the place was empty and it seemed to take for ever to get food, drink or the check.""
Term: place
Output: positive
",0.2540027738085409,6177,"Input: ""The menu reads well, and it sounds like the chef knows whats up.""
Term: menu
Output: neutral
",0.3181665610812333,positive,prompt_single_term_fewshot,"Example 1:
Input: ""The waiters didn't clean it up until they brought our dessert.""
Term: waiters
Output: negative


Example 2:
Input: ""i mean the place was empty and it seemed to take for ever to get food, drink or the check.""
Term: place
Output: positive


Example 3
Input: ""The menu reads well, and it sounds like the chef knows whats up.""
Term: menu
Output: neutral

    
Task:
Input: The Scene Hunky waiters dub diners darling and it sounds like they mean it.
Prompt: What is the sentiment in the text towards 'Scene'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",error,"[{""adjective"":""Hunky waiters"",""importance"":""0.6""},{""adjective"":""dub diners darling"",""importance"":""0.4""}]","The prediction of ""positive"" sentiment towards the term ""Scene"" was influenced by the description of the environment, specifically through the phrases ""Hunky waiters"" and ""dub diners darling,"" which carry positive connotations. The phrase ""it sounds like they mean it"" further supports a genuine, positive atmosphere. These elements together suggest a favorable and appealing scene, leading to the positive sentiment classification."
408,408,156,408,"The Food The classic Italian menu gets off to a good start with Queen's famous bread basket, which is loaded with a slew of crunchy, yeasty homemade varieties.",Food,neutral,8446,"Input: ""The food was ok, good bread.""
Term: food
Output: neutral
",0.2075357661626197,6741,"Input: ""I ordered their famous buffalo steak which originally would come with homemade potatoe gnocchi but I chose the sauteed spinach with garlic instead, which turned out to be exceptional.""
Term: buffalo steak
Output: positive
",0.2125473058040038,5527,"Input: ""No bread basket for the table, the server came around with a basket and we each got 1 piece of bread.""
Term: table
Output: neutral
",0.3079983597812118,positive,prompt_single_term_fewshot,"Example 1:
Input: ""The food was ok, good bread.""
Term: food
Output: neutral


Example 2:
Input: ""I ordered their famous buffalo steak which originally would come with homemade potatoe gnocchi but I chose the sauteed spinach with garlic instead, which turned out to be exceptional.""
Term: buffalo steak
Output: positive


Example 3
Input: ""No bread basket for the table, the server came around with a basket and we each got 1 piece of bread.""
Term: table
Output: neutral

    
Task:
Input: The Food The classic Italian menu gets off to a good start with Queen's famous bread basket, which is loaded with a slew of crunchy, yeasty homemade varieties.
Prompt: What is the sentiment in the text towards 'Food'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",error,"[{""adjective"":""good start"",""importance"":""0.4""},{""adjective"":""famous"",""importance"":""0.3""},{""adjective"":""loaded"",""importance"":""0.2""},{""adjective"":""crunchy, yeasty homemade"",""importance"":""0.1""}]","The prediction of ""positive"" towards the term ""Food"" was influenced by the description of the ""classic Italian menu"" getting off to a ""good start"" with a ""famous bread basket,"" which is described as ""loaded with a slew of crunchy, yeasty homemade varieties."" These phrases suggest a positive experience with the food, emphasizing quality and enjoyment. Words like ""good start,"" ""famous,"" ""loaded,"" ""crunchy,"" ""yeasty,"" and ""homemade"" carry positive connotations that directly contribute to the sentiment."
351,351,133,351,The waiter kept coming up and asking to take our plates while we were still eating and the manager stood and stared at us through half our meal!,meal,neutral,408,"Input: ""The wine kept coming and we were having such a great time, we didn't realize our entree still had not come an hour later.""
Term: wine
Output: positive
",0.2922034955128721,4274,"Input: ""I only saw one waitress for the entire place, and small as it is, she only came to our table to take our order and take away plates, not once asking us if our food was to our liking.""
Term: waitress
Output: negative
",0.3126070065575048,6186,"Input: ""The wait staff rushed us through our meal, took away our food before we were finished (even though we told them we were still eating) and then, as we were lingering over the bill, asked us to leave.""
Term: wait staff
Output: negative
",0.3282706543230128,negative,prompt_single_term_fewshot,"Example 1:
Input: ""The wine kept coming and we were having such a great time, we didn't realize our entree still had not come an hour later.""
Term: wine
Output: positive


Example 2:
Input: ""I only saw one waitress for the entire place, and small as it is, she only came to our table to take our order and take away plates, not once asking us if our food was to our liking.""
Term: waitress
Output: negative


Example 3
Input: ""The wait staff rushed us through our meal, took away our food before we were finished (even though we told them we were still eating) and then, as we were lingering over the bill, asked us to leave.""
Term: wait staff
Output: negative

    
Task:
Input: The waiter kept coming up and asking to take our plates while we were still eating and the manager stood and stared at us through half our meal!
Prompt: What is the sentiment in the text towards 'meal'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",error,"[{""adjective"":""still eating"",""importance"":""0.40""},
{""adjective"":""kept coming up and asking to take our plates"",""importance"":""0.30""},
{""adjective"":""manager stood and stared"",""importance"":""0.30""}]","The prediction was made based on the context in which the term 'meal' was used. The phrases ""the waiter kept coming up and asking to take our plates while we were still eating"" and ""the manager stood and stared at us through half our meal"" suggest a negative dining experience. These actions—being rushed by the waiter and being uncomfortably observed by the manager—imply a sense of intrusion and discomfort during the meal, leading to a negative sentiment towards the term 'meal'."
1,1,0,1,"Amusing details distinguish desserts, from dulce de leche ice-cream profiteroles dotting a chocolate sauce tic-tac-toe board, to coconut custard surrounded by a sea of Malibu-rum gelee and poached pineapple.",dulce de leche ice-cream,neutral,9500,"Input: ""Food is mediocre, except for Mushroom Custard and Foie Gras in Fire Ice.""
Term: Food
Output: negative
",0.1527720081700538,5385,"Input: ""It was the WORST Sangria ever, and their house drink has just a shot of Malibu rum, and at a price of $9 you want more than a shot of a 40% alcohol.""
Term: Sangria
Output: negative
",0.1622470119947581,1320,"Input: ""The overpriced ice cream is delicious but the service is atrocious - not only do I have to wait to be admitted into this ice cream joint, but the waiter is a snide, gruff man more suited to be a trucker than an ice cream shop server.""
Term: service
Output: negative
",0.1669056390658843,positive,prompt_single_term_fewshot,"Example 1:
Input: ""Food is mediocre, except for Mushroom Custard and Foie Gras in Fire Ice.""
Term: Food
Output: negative


Example 2:
Input: ""It was the WORST Sangria ever, and their house drink has just a shot of Malibu rum, and at a price of $9 you want more than a shot of a 40% alcohol.""
Term: Sangria
Output: negative


Example 3
Input: ""The overpriced ice cream is delicious but the service is atrocious - not only do I have to wait to be admitted into this ice cream joint, but the waiter is a snide, gruff man more suited to be a trucker than an ice cream shop server.""
Term: service
Output: negative

    
Task:
Input: Amusing details distinguish desserts, from dulce de leche ice-cream profiteroles dotting a chocolate sauce tic-tac-toe board, to coconut custard surrounded by a sea of Malibu-rum gelee and poached pineapple.
Prompt: What is the sentiment in the text towards 'dulce de leche ice-cream'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",error,"[{""adjective"":""Amusing details"",""importance"":""0.50""},
{""adjective"":""distinguish"",""importance"":""0.50""}]","The prediction of ""positive"" sentiment towards ""dulce de leche ice-cream"" is based on the context in which it is mentioned. The phrase ""Amusing details distinguish desserts"" suggests a positive tone overall for the desserts mentioned, including the ""dulce de leche ice-cream profiteroles."" The use of ""amusing details"" and the fact that the ice cream is part of a creatively presented dessert (dotting a chocolate sauce tic-tac-toe board) imply a positive sentiment. There are no negative words or phrases directly associated with the ""dulce de leche ice-cream,"" leading to the conclusion that the sentiment is positive."
328,328,125,328,"I was surprised by the small ice cream dessert from the restaurant to the birthday girl free of charge, but if they're going to give a nice service the one ice cream scoop on a stick didn't leave a strong enough impression.",service,positive,1320,"Input: ""The overpriced ice cream is delicious but the service is atrocious - not only do I have to wait to be admitted into this ice cream joint, but the waiter is a snide, gruff man more suited to be a trucker than an ice cream shop server.""
Term: service
Output: negative
",0.3566222761503799,8365,"Input: ""I ordered dessert and it was they gave me the wrong flavor of ice cream.""
Term: dessert
Output: neutral
",0.3575265406412312,5976,"Input: ""not to mention that the waiter offered putting a scoop of ice cream on my dessert.""
Term: waiter
Output: negative
",0.4026900946256514,neutral,prompt_single_term_fewshot,"Example 1:
Input: ""The overpriced ice cream is delicious but the service is atrocious - not only do I have to wait to be admitted into this ice cream joint, but the waiter is a snide, gruff man more suited to be a trucker than an ice cream shop server.""
Term: service
Output: negative


Example 2:
Input: ""I ordered dessert and it was they gave me the wrong flavor of ice cream.""
Term: dessert
Output: neutral


Example 3
Input: ""not to mention that the waiter offered putting a scoop of ice cream on my dessert.""
Term: waiter
Output: negative

    
Task:
Input: I was surprised by the small ice cream dessert from the restaurant to the birthday girl free of charge, but if they're going to give a nice service the one ice cream scoop on a stick didn't leave a strong enough impression.
Prompt: What is the sentiment in the text towards 'service'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",error,"[{""adjective"":""surprised"",""importance"":""0.20""},
{""adjective"":""free of charge"",""importance"":""0.40""},
{""adjective"":""nice service"",""importance"":""0.30""},
{""adjective"":""didn't leave a strong enough impression"",""importance"":""0.10""}]","The prediction was made by analyzing the sentiment expressed towards the term 'service' in the provided text. The phrase ""surprised by the small ice cream dessert from the restaurant to the birthday girl free of charge"" suggests a positive sentiment due to the act of giving a free dessert. However, the following part, ""but if they're going to give a nice service the one ice cream scoop on a stick didn't leave a strong enough impression,"" introduces a contrasting sentiment, indicating that the gesture, while appreciated, was not sufficient to be memorable or impactful. This contrast between the positive initiation and the slightly disappointed expectation leads to a classification of ""neutral"" sentiment, as the text does not express outright dissatisfaction or praise towards the service but rather a mixed feeling."
355,355,135,355,"The waitress was no where to be found at all throughout the course of the meal, did not refill a single drink nor did she bother to inquire about my satisfaction with the food or even bring the check at the conclusion of the meal.",single drink,neutral,9502,"Input: ""The prices did not reflect the quality of the meal.""
Term: prices
Output: negative
",0.3095274109500418,9180,"Input: ""We did not get asked how I meal was nor did we get to our refill on waters until pretty much after the steak was finished.""
Term: meal
Output: neutral
",0.3170163996658989,1846,"Input: ""The food came out wrong, the waiter was no where to be found and the wine showed up at the end of the meal.""
Term: waiter
Output: negative
",0.373045574834595,negative,prompt_single_term_fewshot,"Example 1:
Input: ""The prices did not reflect the quality of the meal.""
Term: prices
Output: negative


Example 2:
Input: ""We did not get asked how I meal was nor did we get to our refill on waters until pretty much after the steak was finished.""
Term: meal
Output: neutral


Example 3
Input: ""The food came out wrong, the waiter was no where to be found and the wine showed up at the end of the meal.""
Term: waiter
Output: negative

    
Task:
Input: The waitress was no where to be found at all throughout the course of the meal, did not refill a single drink nor did she bother to inquire about my satisfaction with the food or even bring the check at the conclusion of the meal.
Prompt: What is the sentiment in the text towards 'single drink'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",error,"[{""adjective"":""no where to be found"",""importance"":""0.40""},{""adjective"":""did not refill"",""importance"":""0.40""},{""adjective"":""nor did she bother to inquire"",""importance"":""0.20""}]","The prediction of ""negative"" sentiment towards the term ""single drink"" was influenced by the context in which it was mentioned. The phrases ""did not refill a single drink"" and ""nowhere to be found at all throughout the course of the meal"" indicate a lack of service and attention, specifically highlighting the failure to refill any drinks. These expressions directly relate to the service associated with the ""single drink,"" portraying it in a negative light due to the absence of expected service actions."
412,412,157,412,"For the main course, try out the Beef Negimaki.",main course,neutral,5811,"Input: ""The food is spectacular, from the appitizers to the main course, and then of course the desserts, (WOW) you'll need no more.""
Term: food
Output: positive
",0.3498982787767816,7710,"Input: ""Dinner was very rushed - the waiter was bringing out the main course even before we had finished the appetizer.""
Term: Dinner
Output: negative
",0.3618847402062184,9219,"Input: ""For an appetizer try the chicken raviolis, and for dinner try the beef briolle.""
Term: appetizer
Output: neutral
",0.4306365785764191,positive,prompt_single_term_fewshot,"Example 1:
Input: ""The food is spectacular, from the appitizers to the main course, and then of course the desserts, (WOW) you'll need no more.""
Term: food
Output: positive


Example 2:
Input: ""Dinner was very rushed - the waiter was bringing out the main course even before we had finished the appetizer.""
Term: Dinner
Output: negative


Example 3
Input: ""For an appetizer try the chicken raviolis, and for dinner try the beef briolle.""
Term: appetizer
Output: neutral

    
Task:
Input: For the main course, try out the Beef Negimaki.
Prompt: What is the sentiment in the text towards 'main course'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",error,"[{""adjective"":""try out"",""importance"":""1.0""}]","The prediction was made based on the phrase ""try out the Beef Negimaki"" in relation to the term 'main course'. The suggestion to ""try out"" implies a positive recommendation or endorsement of the Beef Negimaki as a main course option. There are no negative or neutral connotations associated with this phrase, leading to the classification of the sentiment as positive. The absence of any negative descriptors or context around the 'main course' further supports this decision."
125,125,48,125,"The ravioli was the better of the two, but the serving was tiny, and the skin a bit rubbery.",ravioli,positive,9529,"Input: ""The food came cold and a sauce that came with one of the dishes had developed a skin.""
Term: food
Output: negative
",0.2383541850354651,4793,"Input: ""Sure, the wait was a bit long for a table, but the service was good and the food was pretty good too.""
Term: wait
Output: negative
",0.2500411599605155,4868,"Input: ""The best out of the three entree's we had was the goat cheese ravioli.""
Term: entree
Output: neutral
",0.2550919369526691,negative,prompt_single_term_fewshot,"Example 1:
Input: ""The food came cold and a sauce that came with one of the dishes had developed a skin.""
Term: food
Output: negative


Example 2:
Input: ""Sure, the wait was a bit long for a table, but the service was good and the food was pretty good too.""
Term: wait
Output: negative


Example 3
Input: ""The best out of the three entree's we had was the goat cheese ravioli.""
Term: entree
Output: neutral

    
Task:
Input: The ravioli was the better of the two, but the serving was tiny, and the skin a bit rubbery.
Prompt: What is the sentiment in the text towards 'ravioli'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",error,"[{""adjective"":""better"",""importance"":""0.25""},{""adjective"":""tiny"",""importance"":""0.35""},{""adjective"":""rubbery"",""importance"":""0.40""}]","The prediction was made based on the description of the ravioli, which included both a positive aspect (""the better of the two"") and negative aspects (""serving was tiny, and the skin a bit rubbery""). The negative aspects, especially the criticism about the serving size and the texture of the ravioli (""tiny"" and ""rubbery""), had a higher influence on the decision, leading to a negative sentiment towards the ravioli."
396,396,151,396,"There is nothing else on the menu except for exotic teas and cold beverages, but with a meal this cheap and delightful, who would care?",exotic teas,neutral,11058,"Input: ""The price is cheap - 5 dumplings for $1.""
Term: price
Output: positive
",0.1946735599382626,3095,"Input: ""The menu: HOT DOGS, that's it, nothing else.""
Term: menu
Output: negative
",0.2102060955028522,7702,"Input: ""And who else has this great wine list to go with pizza?""
Term: wine list
Output: positive
",0.2116834811621918,positive,prompt_single_term_fewshot,"Example 1:
Input: ""The price is cheap - 5 dumplings for $1.""
Term: price
Output: positive


Example 2:
Input: ""The menu: HOT DOGS, that's it, nothing else.""
Term: menu
Output: negative


Example 3
Input: ""And who else has this great wine list to go with pizza?""
Term: wine list
Output: positive

    
Task:
Input: There is nothing else on the menu except for exotic teas and cold beverages, but with a meal this cheap and delightful, who would care?
Prompt: What is the sentiment in the text towards 'exotic teas'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",error,"[{""adjective"":""exotic"",""importance"":""0.6""},
{""adjective"":""nothing else on the menu except for"",""importance"":""0.4""}]",error
195,195,75,195,The waiter knew about every item on the menu and explained it very well.,menu,neutral,6410,"Input: ""Our waiter told us he knew all the wines on it quite well, and he did!""
Term: waiter
Output: positive
",0.3403953742159807,3308,"Input: ""The waiter knew his menu and what to recommend.""
Term: waiter
Output: positive
",0.3487526338220897,2190,"Input: ""It was super busy, but our waiter still had time to chat, and knew the menu very well.""
Term: waiter
Output: positive
",0.3868918823941313,positive,prompt_single_term_fewshot,"Example 1:
Input: ""Our waiter told us he knew all the wines on it quite well, and he did!""
Term: waiter
Output: positive


Example 2:
Input: ""The waiter knew his menu and what to recommend.""
Term: waiter
Output: positive


Example 3
Input: ""It was super busy, but our waiter still had time to chat, and knew the menu very well.""
Term: waiter
Output: positive

    
Task:
Input: The waiter knew about every item on the menu and explained it very well.
Prompt: What is the sentiment in the text towards 'menu'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",error,"[{""adjective"":""knew about every item"",""importance"":""0.6""},{""adjective"":""explained it very well"",""importance"":""0.4""}]","The prediction was made based on the phrase ""knew about every item on the menu and explained it very well."" The words ""knew"" and ""explained it very well"" indicate a high level of knowledge and effective communication, which are positive attributes. These phrases directly relate to the 'menu,' suggesting a positive sentiment towards it. The comprehensive knowledge and the quality of explanation are the key factors influencing the decision towards a positive sentiment."
84,84,31,84,"Their bagels have the perfect softness to them, but on the outside there's a bit of crispiness to give it a bit of texture.",texture,neutral,1149,"Input: ""The food is so good that there tends to be a little bit of a wait.""
Term: food
Output: positive
",0.2574209342781539,7207,"Input: ""The place was a bit noisy, but sitting on the edge of the restaurant helped, and although the portions were small, w/ an appetizer it was the perfect amount of food.""
Term: portions
Output: negative
",0.2721643037852565,2315,"Input: ""There is a litte bit of a wait on the food, but it is well worth it!""
Term: wait
Output: negative
",0.3008614081929773,positive,prompt_single_term_fewshot,"Example 1:
Input: ""The food is so good that there tends to be a little bit of a wait.""
Term: food
Output: positive


Example 2:
Input: ""The place was a bit noisy, but sitting on the edge of the restaurant helped, and although the portions were small, w/ an appetizer it was the perfect amount of food.""
Term: portions
Output: negative


Example 3
Input: ""There is a litte bit of a wait on the food, but it is well worth it!""
Term: wait
Output: negative

    
Task:
Input: Their bagels have the perfect softness to them, but on the outside there's a bit of crispiness to give it a bit of texture.
Prompt: What is the sentiment in the text towards 'texture'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",error,"[{""adjective"":""perfect softness"",""importance"":""0.25""},{""adjective"":""bit of crispiness"",""importance"":""0.25""},{""adjective"":""give it a bit of texture"",""importance"":""0.50""}]","The prediction of ""positive"" towards the term 'texture' was influenced by the phrase ""a bit of crispiness to give it a bit of texture."" The description implies that the crispiness, which contributes to the texture, is a deliberate and desirable quality of the bagels, suggesting a positive sentiment towards the texture. The use of ""perfect softness"" in conjunction with the positive aspect of crispiness for texture enhancement further supports this sentiment."
153,153,60,153,"We had no problems with our resevations and found the service and the meal well worth a wait, had we run into one.",service,neutral,6321,"Input: ""The waitstaff told us that they had already run out of one of the entrees (before 8 p.""
Term: waitstaff
Output: negative
",0.2738870873137597,6240,"Input: ""Food presented well and the service once we were seated was great but we had a long wait for our table (about half an hour) even though I had pre-booked.""
Term: Food
Output: positive
",0.2811353086806993,8818,"Input: ""we had to wait at the bar for a table, but the atmosphere is bustling and is well worth it.""
Term: bar
Output: neutral
",0.3303439442309894,positive,prompt_single_term_fewshot,"Example 1:
Input: ""The waitstaff told us that they had already run out of one of the entrees (before 8 p.""
Term: waitstaff
Output: negative


Example 2:
Input: ""Food presented well and the service once we were seated was great but we had a long wait for our table (about half an hour) even though I had pre-booked.""
Term: Food
Output: positive


Example 3
Input: ""we had to wait at the bar for a table, but the atmosphere is bustling and is well worth it.""
Term: bar
Output: neutral

    
Task:
Input: We had no problems with our resevations and found the service and the meal well worth a wait, had we run into one.
Prompt: What is the sentiment in the text towards 'service'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",error,"[{""adjective"":""no problems"",""importance"":""0.40""},{""adjective"":""well worth"",""importance"":""0.60""}]","The prediction of ""positive"" sentiment towards the term 'service' was influenced by the phrase ""found the service and the meal well worth a wait."" This phrase indicates a positive experience with the service, as it is described as being ""well worth a wait,"" suggesting satisfaction and a positive valuation of the service provided. The absence of any negative descriptors or complaints about the service further supports the positive sentiment."
177,177,68,177,"Appetizers are the safest bet, including a bountiful calamari plate or the appropriately earthy mushroom polenta.",appropriately earthy mushroom polenta,neutral,3579,"Input: ""While there are now a few appetizers, the traditional thali (sampling platter) is often your best bet; fixed nightly menu changes daily.""
Term: appetizers
Output: neutral
",0.1604323076412303,4364,"Input: ""We shared three appetizers, (bruschetta's a good bet) a salad, a pasta dish, a quatro (about 3 glasses?)""
Term: appetizers
Output: neutral
",0.1717736912897322,10112,"Input: ""We then split some appetizers as the portions are large - the calamari salad was fantastic.""
Term: appetizers
Output: neutral
",0.1836961009826362,positive,prompt_single_term_fewshot,"Example 1:
Input: ""While there are now a few appetizers, the traditional thali (sampling platter) is often your best bet; fixed nightly menu changes daily.""
Term: appetizers
Output: neutral


Example 2:
Input: ""We shared three appetizers, (bruschetta's a good bet) a salad, a pasta dish, a quatro (about 3 glasses?)""
Term: appetizers
Output: neutral


Example 3
Input: ""We then split some appetizers as the portions are large - the calamari salad was fantastic.""
Term: appetizers
Output: neutral

    
Task:
Input: Appetizers are the safest bet, including a bountiful calamari plate or the appropriately earthy mushroom polenta.
Prompt: What is the sentiment in the text towards 'appropriately earthy mushroom polenta'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",error,"[{""adjective"":""safest bet"",""importance"":""0.40""},{""adjective"":""bountiful"",""importance"":""0.30""},{""adjective"":""appropriately earthy"",""importance"":""0.30""}]","The prediction of ""positive"" sentiment towards the ""appropriately earthy mushroom polenta"" was influenced by the use of the word ""appropriately"" and the overall positive context of the sentence. The term ""appropriately"" suggests that the mushroom polenta is well-suited or fitting in its earthiness, indicating a positive evaluation. Additionally, the sentence is part of a context that suggests good choices (""safest bet""), further supporting a positive sentiment. The absence of any negative words or phrases related to the mushroom polenta also contributes to the positive sentiment determination."
291,291,112,291,My husband and I had dinner here last week and the food was very good.,dinner,neutral,11178,"Input: ""Was there for dinner last night, and the food was great.""
Term: dinner
Output: neutral
",0.3994658838331036,2011,"Input: ""4 of had dinner here last Saturday and we were all very disappointed with the food and the service.""
Term: dinner
Output: neutral
",0.4796323611968335,199,"Input: ""My husband and I ate dinner there last weekend and the food was very good, and very reasonably priced, we thought.""
Term: dinner
Output: neutral
",0.5536882147102178,positive,prompt_single_term_fewshot,"Example 1:
Input: ""Was there for dinner last night, and the food was great.""
Term: dinner
Output: neutral


Example 2:
Input: ""4 of had dinner here last Saturday and we were all very disappointed with the food and the service.""
Term: dinner
Output: neutral


Example 3
Input: ""My husband and I ate dinner there last weekend and the food was very good, and very reasonably priced, we thought.""
Term: dinner
Output: neutral

    
Task:
Input: My husband and I had dinner here last week and the food was very good.
Prompt: What is the sentiment in the text towards 'dinner'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",error,"[{""adjective"":""very good"",""importance"":""1.0""}]","The prediction of ""positive"" was made based on the phrase ""the food was very good."" This phrase directly relates to the quality of the dinner, indicating a positive experience. The use of ""very good"" specifically suggests a high level of satisfaction with the meal, which strongly influences the decision towards a positive sentiment regarding 'dinner'."
71,71,26,71,Ive had better burgers and fries at the local dinner in my neighborhood: 3 guys dinner on 96th and Madison Avenue.,fries,positive,5709,"Input: ""If I went back, I'd have dinner in the bar--better service and even better atmosphere.""
Term: dinner
Output: neutral
",0.2096006164759354,1458,"Input: ""a friend was taking me to dinner for my birthday and said he recalled this place around 96th bway that had great chicken.""
Term: dinner
Output: neutral
",0.2134731619694878,5627,"Input: ""The food was average; I could have had a better meal at the local pizza place.""
Term: meal
Output: positive
",0.2560177645505735,negative,prompt_single_term_fewshot,"Example 1:
Input: ""If I went back, I'd have dinner in the bar--better service and even better atmosphere.""
Term: dinner
Output: neutral


Example 2:
Input: ""a friend was taking me to dinner for my birthday and said he recalled this place around 96th bway that had great chicken.""
Term: dinner
Output: neutral


Example 3
Input: ""The food was average; I could have had a better meal at the local pizza place.""
Term: meal
Output: positive

    
Task:
Input: Ive had better burgers and fries at the local dinner in my neighborhood: 3 guys dinner on 96th and Madison Avenue.
Prompt: What is the sentiment in the text towards 'fries'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",error,"[{""adjective"":""better burgers and fries"",""importance"":""1.00""}]","The prediction was made based on the phrase ""I've had better burgers and fries at the local diner."" This indicates a comparison where the subject implies that the burgers and fries mentioned are inferior to those available at another specified location (""3 guys diner on 96th and Madison Avenue""). The key phrase influencing the decision is ""I've had better,"" which directly suggests a negative sentiment towards the quality of the fries discussed."
275,275,105,275,"The Scene Shun Lee Palace is popular with midtown locals, possibly because the upscale room means you can impress a client and have Chinese for lunch at the same time.",lunch,neutral,4282,"Input: ""Space gets kind of crowded in there--because it's so popular--but it's worth the wait because the food is very good.""
Term: Space
Output: negative
",0.1778116926186914,7120,"Input: ""This is definitely not a place to come for lunch because you can get the same food from a corner deli at half the price they charge here.""
Term: lunch
Output: neutral
",0.1974745595758493,1487,"Input: ""I've never been able to find a lunch place in the midtown with the same quality and service, until now.""
Term: lunch
Output: neutral
",0.2220277089602166,positive,prompt_single_term_fewshot,"Example 1:
Input: ""Space gets kind of crowded in there--because it's so popular--but it's worth the wait because the food is very good.""
Term: Space
Output: negative


Example 2:
Input: ""This is definitely not a place to come for lunch because you can get the same food from a corner deli at half the price they charge here.""
Term: lunch
Output: neutral


Example 3
Input: ""I've never been able to find a lunch place in the midtown with the same quality and service, until now.""
Term: lunch
Output: neutral

    
Task:
Input: The Scene Shun Lee Palace is popular with midtown locals, possibly because the upscale room means you can impress a client and have Chinese for lunch at the same time.
Prompt: What is the sentiment in the text towards 'lunch'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",error,"[{""adjective"":""popular"",""importance"":""0.25""},{""adjective"":""upscale"",""importance"":""0.25""},{""adjective"":""impress a client"",""importance"":""0.25""},{""adjective"":""have Chinese"",""importance"":""0.25""}]","The prediction of ""positive"" sentiment towards ""lunch"" was influenced by the context in which the term was used. The phrase ""popular with midtown locals"" and the idea of being able to ""impress a client and have Chinese for lunch at the same time"" suggest a positive experience associated with having lunch at the mentioned location. The words ""popular,"" ""upscale room,"" and ""impress a client"" contribute to a positive sentiment by highlighting the desirability and benefits of choosing this place for lunch. These word groups indicate satisfaction and a positive recommendation, leading to the classification of the sentiment as positive."
40,40,14,40,"When my brother and I we had too much pizza in New York, we would like to order something else from the menu.",pizza,positive,317,"Input: ""The manager then told us we could order from whatever menu we wanted but by that time we were so annoyed with the waiter and the resturant that we let and went some place else.""
Term: manager
Output: neutral
",0.2497918664678787,3816,"Input: ""Since we had to wait, we decided to get a drink but the bartender ignored us even when we made it known that we would like to order a drinks.""
Term: bartender
Output: negative
",0.2928914007559892,6211,"Input: ""When there is so much GREAT food in New York, why go for the high-priced mediocre meal?""
Term: food
Output: positive
",0.2969733280144594,negative,prompt_single_term_fewshot,"Example 1:
Input: ""The manager then told us we could order from whatever menu we wanted but by that time we were so annoyed with the waiter and the resturant that we let and went some place else.""
Term: manager
Output: neutral


Example 2:
Input: ""Since we had to wait, we decided to get a drink but the bartender ignored us even when we made it known that we would like to order a drinks.""
Term: bartender
Output: negative


Example 3
Input: ""When there is so much GREAT food in New York, why go for the high-priced mediocre meal?""
Term: food
Output: positive

    
Task:
Input: When my brother and I we had too much pizza in New York, we would like to order something else from the menu.
Prompt: What is the sentiment in the text towards 'pizza'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",error,"[{""adjective"":""too much"",""importance"":""1.00""}]","The sentiment towards ""pizza"" was determined to be negative based on the phrase ""had too much pizza."" This phrase suggests an excess or overindulgence that led to a desire for something different, indicating a negative sentiment towards continuing to consume pizza."
