,text_id,term_id,text,term,polarity,polarity_pred,prompt_name,prompt
15,5,15,"After being seated took our waiter 10 mintues to get us a menu, 15 minutes to come back for our order, by the time we finally got our food it was almost 1 1/2 hour since getting there.",food,neutral,negative,negative,"Task: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'.

Sentence: ""After being seated took our waiter 10 mintues to get us a menu, 15 minutes to come back for our order, by the time we finally got our food it was almost 1 1/2 hour since getting there.""

Terms:
'waiter'
'menu'
'food'


Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON.
Answer:"
16,6,16,The eggplant parmasean was AWESOME (I don't even like eggplant) but my main course was just ok (shrimp with pasta).,eggplant parmasean,positive,positive,positive,"Task: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'.

Sentence: ""The eggplant parmasean was AWESOME (I don't even like eggplant) but my main course was just ok (shrimp with pasta).""

Terms:
'eggplant parmasean'
'main course'
'shrimp with pasta'


Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON.
Answer:"
17,6,17,The eggplant parmasean was AWESOME (I don't even like eggplant) but my main course was just ok (shrimp with pasta).,main course,neutral,neutral,neutral,"Task: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'.

Sentence: ""The eggplant parmasean was AWESOME (I don't even like eggplant) but my main course was just ok (shrimp with pasta).""

Terms:
'eggplant parmasean'
'main course'
'shrimp with pasta'


Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON.
Answer:"
18,6,18,The eggplant parmasean was AWESOME (I don't even like eggplant) but my main course was just ok (shrimp with pasta).,shrimp with pasta,neutral,neutral,neutral,"Task: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'.

Sentence: ""The eggplant parmasean was AWESOME (I don't even like eggplant) but my main course was just ok (shrimp with pasta).""

Terms:
'eggplant parmasean'
'main course'
'shrimp with pasta'


Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON.
Answer:"
19,7,19,"Ive been to Jacques-Imo in New Orleans, the wait is long (3+ hours) but the food and service more than makes up for it.",wait,negative,negative,negative,"Task: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'.

Sentence: ""Ive been to Jacques-Imo in New Orleans, the wait is long (3+ hours) but the food and service more than makes up for it.""

Terms:
'wait'
'food'
'service'


Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON.
Answer:"
20,7,20,"Ive been to Jacques-Imo in New Orleans, the wait is long (3+ hours) but the food and service more than makes up for it.",food,positive,positive,positive,"Task: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'.

Sentence: ""Ive been to Jacques-Imo in New Orleans, the wait is long (3+ hours) but the food and service more than makes up for it.""

Terms:
'wait'
'food'
'service'


Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON.
Answer:"
21,7,21,"Ive been to Jacques-Imo in New Orleans, the wait is long (3+ hours) but the food and service more than makes up for it.",service,positive,positive,positive,"Task: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'.

Sentence: ""Ive been to Jacques-Imo in New Orleans, the wait is long (3+ hours) but the food and service more than makes up for it.""

Terms:
'wait'
'food'
'service'


Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON.
Answer:"
22,8,22,The prices weren't bad though - dinner ended up at $80 with tip and we had a couple drinks as well.,prices,positive,neutral,neutral,"Task: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'.

Sentence: ""The prices weren't bad though - dinner ended up at $80 with tip and we had a couple drinks as well.""

Terms:
'prices'
'dinner'
'tip'


Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON.
Answer:"
23,8,23,The prices weren't bad though - dinner ended up at $80 with tip and we had a couple drinks as well.,dinner,neutral,positive,positive,"Task: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'.

Sentence: ""The prices weren't bad though - dinner ended up at $80 with tip and we had a couple drinks as well.""

Terms:
'prices'
'dinner'
'tip'


Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON.
Answer:"
24,8,24,The prices weren't bad though - dinner ended up at $80 with tip and we had a couple drinks as well.,tip,neutral,neutral,neutral,"Task: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'.

Sentence: ""The prices weren't bad though - dinner ended up at $80 with tip and we had a couple drinks as well.""

Terms:
'prices'
'dinner'
'tip'


Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON.
Answer:"
25,9,25,"I ordered the fried catfish, which had very little to no seasoning, the yams, and mac and cheese which were just okay.",fried catfish,negative,negative,negative,"Task: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'.

Sentence: ""I ordered the fried catfish, which had very little to no seasoning, the yams, and mac and cheese which were just okay.""

Terms:
'fried catfish'
'seasoning'
'yams'
'mac and cheese'


Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON.
Answer:"
26,9,26,"I ordered the fried catfish, which had very little to no seasoning, the yams, and mac and cheese which were just okay.",seasoning,negative,negative,negative,"Task: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'.

Sentence: ""I ordered the fried catfish, which had very little to no seasoning, the yams, and mac and cheese which were just okay.""

Terms:
'fried catfish'
'seasoning'
'yams'
'mac and cheese'


Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON.
Answer:"
27,9,27,"I ordered the fried catfish, which had very little to no seasoning, the yams, and mac and cheese which were just okay.",yams,positive,neutral,neutral,"Task: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'.

Sentence: ""I ordered the fried catfish, which had very little to no seasoning, the yams, and mac and cheese which were just okay.""

Terms:
'fried catfish'
'seasoning'
'yams'
'mac and cheese'


Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON.
Answer:"
28,9,28,"I ordered the fried catfish, which had very little to no seasoning, the yams, and mac and cheese which were just okay.",mac and cheese,positive,neutral,neutral,"Task: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'.

Sentence: ""I ordered the fried catfish, which had very little to no seasoning, the yams, and mac and cheese which were just okay.""

Terms:
'fried catfish'
'seasoning'
'yams'
'mac and cheese'


Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON.
Answer:"
29,10,29,"Ok I got the edamame and something from the sushi chef for free, but the quality of food is more important to me than a free small dish (maybe that's why the restaurant gives it to attact new customers.",edamame,neutral,neutral,neutral,"Task: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'.

Sentence: ""Ok I got the edamame and something from the sushi chef for free, but the quality of food is more important to me than a free small dish (maybe that's why the restaurant gives it to attact new customers.""

Terms:
'edamame'
'sushi chef'
'quality of food'
'dish'


Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON.
Answer:"
30,10,30,"Ok I got the edamame and something from the sushi chef for free, but the quality of food is more important to me than a free small dish (maybe that's why the restaurant gives it to attact new customers.",sushi chef,positive,neutral,neutral,"Task: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'.

Sentence: ""Ok I got the edamame and something from the sushi chef for free, but the quality of food is more important to me than a free small dish (maybe that's why the restaurant gives it to attact new customers.""

Terms:
'edamame'
'sushi chef'
'quality of food'
'dish'


Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON.
Answer:"
31,10,31,"Ok I got the edamame and something from the sushi chef for free, but the quality of food is more important to me than a free small dish (maybe that's why the restaurant gives it to attact new customers.",quality of food,positive,negative,negative,"Task: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'.

Sentence: ""Ok I got the edamame and something from the sushi chef for free, but the quality of food is more important to me than a free small dish (maybe that's why the restaurant gives it to attact new customers.""

Terms:
'edamame'
'sushi chef'
'quality of food'
'dish'


Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON.
Answer:"
32,10,32,"Ok I got the edamame and something from the sushi chef for free, but the quality of food is more important to me than a free small dish (maybe that's why the restaurant gives it to attact new customers.",dish,positive,neutral,neutral,"Task: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'.

Sentence: ""Ok I got the edamame and something from the sushi chef for free, but the quality of food is more important to me than a free small dish (maybe that's why the restaurant gives it to attact new customers.""

Terms:
'edamame'
'sushi chef'
'quality of food'
'dish'


Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON.
Answer:"
33,11,33,"While dining on a delicate lamb carpaccio, and grilled skate wing, the owner explained that due to low lunch-time patronage, they may be discontinuing lunch altogether.",dining,neutral,positive,positive,"Task: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'.

Sentence: ""While dining on a delicate lamb carpaccio, and grilled skate wing, the owner explained that due to low lunch-time patronage, they may be discontinuing lunch altogether.""

Terms:
'dining'
'owner'


Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON.
Answer:"
34,11,34,"While dining on a delicate lamb carpaccio, and grilled skate wing, the owner explained that due to low lunch-time patronage, they may be discontinuing lunch altogether.",owner,negative,neutral,neutral,"Task: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'.

Sentence: ""While dining on a delicate lamb carpaccio, and grilled skate wing, the owner explained that due to low lunch-time patronage, they may be discontinuing lunch altogether.""

Terms:
'dining'
'owner'


Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON.
Answer:"
35,12,35,the service was slow took ten mins to get me a glass of water.,service,negative,negative,negative,"Task: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'.

Sentence: ""the service was slow took ten mins to get me a glass of water.""

Terms:
'service'
'glass'
'water'


Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON.
Answer:"
36,12,36,the service was slow took ten mins to get me a glass of water.,glass,neutral,neutral,neutral,"Task: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'.

Sentence: ""the service was slow took ten mins to get me a glass of water.""

Terms:
'service'
'glass'
'water'


Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON.
Answer:"
37,12,37,the service was slow took ten mins to get me a glass of water.,water,neutral,neutral,neutral,"Task: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'.

Sentence: ""the service was slow took ten mins to get me a glass of water.""

Terms:
'service'
'glass'
'water'


Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON.
Answer:"
38,13,38,"We preferred to gaze at our burgers while avoiding having to look at the wait staff, but no complaints.",burgers,neutral,positive,positive,"Task: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'.

Sentence: ""We preferred to gaze at our burgers while avoiding having to look at the wait staff, but no complaints.""

Terms:
'burgers'
'wait staff'


Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON.
Answer:"
39,13,39,"We preferred to gaze at our burgers while avoiding having to look at the wait staff, but no complaints.",wait staff,negative,negative,negative,"Task: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'.

Sentence: ""We preferred to gaze at our burgers while avoiding having to look at the wait staff, but no complaints.""

Terms:
'burgers'
'wait staff'


Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON.
Answer:"
40,14,40,"When my brother and I we had too much pizza in New York, we would like to order something else from the menu.",pizza,positive,neutral,neutral,"Task: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'.

Sentence: ""When my brother and I we had too much pizza in New York, we would like to order something else from the menu.""

Terms:
'pizza'
'menu'


Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON.
Answer:"
41,14,41,"When my brother and I we had too much pizza in New York, we would like to order something else from the menu.",menu,neutral,neutral,neutral,"Task: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'.

Sentence: ""When my brother and I we had too much pizza in New York, we would like to order something else from the menu.""

Terms:
'pizza'
'menu'


Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON.
Answer:"
42,15,42,"About 10 of us came here for drinks last friday, the atmosphere was good for chatting and hanging out, but not enough lounge or bar space, they should open up the back area w/ more loungable chairs or booths if they want to catch any after dinner sort of bar crowd.",drinks,neutral,neutral,neutral,"Task: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'.

Sentence: ""About 10 of us came here for drinks last friday, the atmosphere was good for chatting and hanging out, but not enough lounge or bar space, they should open up the back area w/ more loungable chairs or booths if they want to catch any after dinner sort of bar crowd.""

Terms:
'drinks'
'atmosphere'
'lounge'
'dinner'
'bar crowd'


Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON.
Answer:"
43,15,43,"About 10 of us came here for drinks last friday, the atmosphere was good for chatting and hanging out, but not enough lounge or bar space, they should open up the back area w/ more loungable chairs or booths if they want to catch any after dinner sort of bar crowd.",atmosphere,positive,positive,positive,"Task: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'.

Sentence: ""About 10 of us came here for drinks last friday, the atmosphere was good for chatting and hanging out, but not enough lounge or bar space, they should open up the back area w/ more loungable chairs or booths if they want to catch any after dinner sort of bar crowd.""

Terms:
'drinks'
'atmosphere'
'lounge'
'dinner'
'bar crowd'


Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON.
Answer:"
44,15,44,"About 10 of us came here for drinks last friday, the atmosphere was good for chatting and hanging out, but not enough lounge or bar space, they should open up the back area w/ more loungable chairs or booths if they want to catch any after dinner sort of bar crowd.",lounge,neutral,negative,negative,"Task: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'.

Sentence: ""About 10 of us came here for drinks last friday, the atmosphere was good for chatting and hanging out, but not enough lounge or bar space, they should open up the back area w/ more loungable chairs or booths if they want to catch any after dinner sort of bar crowd.""

Terms:
'drinks'
'atmosphere'
'lounge'
'dinner'
'bar crowd'


Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON.
Answer:"
45,15,45,"About 10 of us came here for drinks last friday, the atmosphere was good for chatting and hanging out, but not enough lounge or bar space, they should open up the back area w/ more loungable chairs or booths if they want to catch any after dinner sort of bar crowd.",dinner,neutral,neutral,neutral,"Task: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'.

Sentence: ""About 10 of us came here for drinks last friday, the atmosphere was good for chatting and hanging out, but not enough lounge or bar space, they should open up the back area w/ more loungable chairs or booths if they want to catch any after dinner sort of bar crowd.""

Terms:
'drinks'
'atmosphere'
'lounge'
'dinner'
'bar crowd'


Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON.
Answer:"
46,15,46,"About 10 of us came here for drinks last friday, the atmosphere was good for chatting and hanging out, but not enough lounge or bar space, they should open up the back area w/ more loungable chairs or booths if they want to catch any after dinner sort of bar crowd.",bar crowd,neutral,neutral,neutral,"Task: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'.

Sentence: ""About 10 of us came here for drinks last friday, the atmosphere was good for chatting and hanging out, but not enough lounge or bar space, they should open up the back area w/ more loungable chairs or booths if they want to catch any after dinner sort of bar crowd.""

Terms:
'drinks'
'atmosphere'
'lounge'
'dinner'
'bar crowd'


Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON.
Answer:"
47,16,47,"When we went to dinner here, the place was empty, which should have been a clue.",dinner,neutral,neutral,neutral,"Task: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'.

Sentence: ""When we went to dinner here, the place was empty, which should have been a clue.""

Terms:
'dinner'
'place'


Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON.
Answer:"
