,text_id,term_id,text,term,polarity,polarity_pred,prompt_name,prompt
10,4,10,"The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.",staff,positive,positive,prompt_3_zeroshot_single_term,"The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.

    What is the sentiment on 'staff'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
11,4,11,"The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.",bar,neutral,positive,prompt_3_zeroshot_single_term,"The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.

    What is the sentiment on 'bar'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
12,4,12,"The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.",drinks,neutral,positive,prompt_3_zeroshot_single_term,"The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.

    What is the sentiment on 'drinks'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
13,4,13,"The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.",menu,neutral,positive,prompt_3_zeroshot_single_term,"The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.

    What is the sentiment on 'menu'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
14,5,14,"On the other hand, the soup was so clear and you taste no salt.",soup,positive,neutral,prompt_3_zeroshot_single_term,"On the other hand, the soup was so clear and you taste no salt.

    What is the sentiment on 'soup'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
15,5,15,"On the other hand, the soup was so clear and you taste no salt.",salt,neutral,neutral,prompt_3_zeroshot_single_term,"On the other hand, the soup was so clear and you taste no salt.

    What is the sentiment on 'salt'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
16,6,16,"We went out on the town with the idea that we were going to mingle with the in crowd, you know, go to a place where you pay an outrageous cover charge, have to wear all black to fit in, and pay $12 for a watered-down martini, and if you're lucky, have a good time.",watered-down martini,neutral,negative,prompt_3_zeroshot_single_term,"We went out on the town with the idea that we were going to mingle with the in crowd, you know, go to a place where you pay an outrageous cover charge, have to wear all black to fit in, and pay $12 for a watered-down martini, and if you're lucky, have a good time.

    What is the sentiment on 'watered-down martini'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
17,6,17,"We went out on the town with the idea that we were going to mingle with the in crowd, you know, go to a place where you pay an outrageous cover charge, have to wear all black to fit in, and pay $12 for a watered-down martini, and if you're lucky, have a good time.",time,positive,positive,prompt_3_zeroshot_single_term,"We went out on the town with the idea that we were going to mingle with the in crowd, you know, go to a place where you pay an outrageous cover charge, have to wear all black to fit in, and pay $12 for a watered-down martini, and if you're lucky, have a good time.

    What is the sentiment on 'time'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
18,7,18,The waiter had a slight attitude and brought our wine aprroximately 10 minutes into our appetizer.,waiter,negative,negative,prompt_3_zeroshot_single_term,"The waiter had a slight attitude and brought our wine aprroximately 10 minutes into our appetizer.

    What is the sentiment on 'waiter'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
19,7,19,The waiter had a slight attitude and brought our wine aprroximately 10 minutes into our appetizer.,attitude,negative,negative,prompt_3_zeroshot_single_term,"The waiter had a slight attitude and brought our wine aprroximately 10 minutes into our appetizer.

    What is the sentiment on 'attitude'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
20,7,20,The waiter had a slight attitude and brought our wine aprroximately 10 minutes into our appetizer.,wine,neutral,neutral,prompt_3_zeroshot_single_term,"The waiter had a slight attitude and brought our wine aprroximately 10 minutes into our appetizer.

    What is the sentiment on 'wine'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
21,7,21,The waiter had a slight attitude and brought our wine aprroximately 10 minutes into our appetizer.,appetizer,neutral,neutral,prompt_3_zeroshot_single_term,"The waiter had a slight attitude and brought our wine aprroximately 10 minutes into our appetizer.

    What is the sentiment on 'appetizer'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
22,8,22,"Appetizers and entrees were merely adequate, but you can't beat the pool room for atmosphere.",Appetizers,neutral,neutral,prompt_3_zeroshot_single_term,"Appetizers and entrees were merely adequate, but you can't beat the pool room for atmosphere.

    What is the sentiment on 'Appetizers'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
23,8,23,"Appetizers and entrees were merely adequate, but you can't beat the pool room for atmosphere.",atmosphere,positive,positive,prompt_3_zeroshot_single_term,"Appetizers and entrees were merely adequate, but you can't beat the pool room for atmosphere.

    What is the sentiment on 'atmosphere'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
24,9,24,"However for the price I paid to have dinner there, you would have thought I ate a horse.",price,negative,negative,prompt_3_zeroshot_single_term,"However for the price I paid to have dinner there, you would have thought I ate a horse.

    What is the sentiment on 'price'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
25,9,25,"However for the price I paid to have dinner there, you would have thought I ate a horse.",dinner,neutral,negative,prompt_3_zeroshot_single_term,"However for the price I paid to have dinner there, you would have thought I ate a horse.

    What is the sentiment on 'dinner'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
26,10,26,I called to confirm the reservations on the morning of the lunch and the hostess had the reservations set for 12:30pm which I quickly corrected.,lunch,neutral,neutral,prompt_3_zeroshot_single_term,"I called to confirm the reservations on the morning of the lunch and the hostess had the reservations set for 12:30pm which I quickly corrected.

    What is the sentiment on 'lunch'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
27,10,27,I called to confirm the reservations on the morning of the lunch and the hostess had the reservations set for 12:30pm which I quickly corrected.,hostess,positive,neutral,prompt_3_zeroshot_single_term,"I called to confirm the reservations on the morning of the lunch and the hostess had the reservations set for 12:30pm which I quickly corrected.

    What is the sentiment on 'hostess'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
28,11,28,"The small bar is always packed with people, and you have to constantly contend with waiters asking you to move as they navigate through the crowd to make it to their tables.",bar,neutral,positive,prompt_3_zeroshot_single_term,"The small bar is always packed with people, and you have to constantly contend with waiters asking you to move as they navigate through the crowd to make it to their tables.

    What is the sentiment on 'bar'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
29,11,29,"The small bar is always packed with people, and you have to constantly contend with waiters asking you to move as they navigate through the crowd to make it to their tables.",waiters,negative,neutral,prompt_3_zeroshot_single_term,"The small bar is always packed with people, and you have to constantly contend with waiters asking you to move as they navigate through the crowd to make it to their tables.

    What is the sentiment on 'waiters'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
30,12,30,"Regardless of the amount of customers, the wait for food is insanely long.",wait,negative,negative,prompt_3_zeroshot_single_term,"Regardless of the amount of customers, the wait for food is insanely long.

    What is the sentiment on 'wait'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
31,12,31,"Regardless of the amount of customers, the wait for food is insanely long.",food,neutral,negative,prompt_3_zeroshot_single_term,"Regardless of the amount of customers, the wait for food is insanely long.

    What is the sentiment on 'food'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
32,13,32,the decor isn't quite like Shun Lee but the service will definitely make up for any shortcoming.,decor,negative,neutral,prompt_3_zeroshot_single_term,"the decor isn't quite like Shun Lee but the service will definitely make up for any shortcoming.

    What is the sentiment on 'decor'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
33,13,33,the decor isn't quite like Shun Lee but the service will definitely make up for any shortcoming.,service,positive,positive,prompt_3_zeroshot_single_term,"the decor isn't quite like Shun Lee but the service will definitely make up for any shortcoming.

    What is the sentiment on 'service'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
34,14,34,"And there wasn't much room for the people at the bar to stand either, as the restaurant attempted to squeeze as many tables into the restaurant as they could, forcing those dining to have to shift in their chairs every time a waiter attempted to get by.",bar,neutral,neutral,prompt_3_zeroshot_single_term,"And there wasn't much room for the people at the bar to stand either, as the restaurant attempted to squeeze as many tables into the restaurant as they could, forcing those dining to have to shift in their chairs every time a waiter attempted to get by.

    What is the sentiment on 'bar'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
35,14,35,"And there wasn't much room for the people at the bar to stand either, as the restaurant attempted to squeeze as many tables into the restaurant as they could, forcing those dining to have to shift in their chairs every time a waiter attempted to get by.",tables,neutral,negative,prompt_3_zeroshot_single_term,"And there wasn't much room for the people at the bar to stand either, as the restaurant attempted to squeeze as many tables into the restaurant as they could, forcing those dining to have to shift in their chairs every time a waiter attempted to get by.

    What is the sentiment on 'tables'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
36,14,36,"And there wasn't much room for the people at the bar to stand either, as the restaurant attempted to squeeze as many tables into the restaurant as they could, forcing those dining to have to shift in their chairs every time a waiter attempted to get by.",dining,neutral,negative,prompt_3_zeroshot_single_term,"And there wasn't much room for the people at the bar to stand either, as the restaurant attempted to squeeze as many tables into the restaurant as they could, forcing those dining to have to shift in their chairs every time a waiter attempted to get by.

    What is the sentiment on 'dining'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
37,14,37,"And there wasn't much room for the people at the bar to stand either, as the restaurant attempted to squeeze as many tables into the restaurant as they could, forcing those dining to have to shift in their chairs every time a waiter attempted to get by.",chairs,neutral,neutral,prompt_3_zeroshot_single_term,"And there wasn't much room for the people at the bar to stand either, as the restaurant attempted to squeeze as many tables into the restaurant as they could, forcing those dining to have to shift in their chairs every time a waiter attempted to get by.

    What is the sentiment on 'chairs'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
38,14,38,"And there wasn't much room for the people at the bar to stand either, as the restaurant attempted to squeeze as many tables into the restaurant as they could, forcing those dining to have to shift in their chairs every time a waiter attempted to get by.",waiter,negative,neutral,prompt_3_zeroshot_single_term,"And there wasn't much room for the people at the bar to stand either, as the restaurant attempted to squeeze as many tables into the restaurant as they could, forcing those dining to have to shift in their chairs every time a waiter attempted to get by.

    What is the sentiment on 'waiter'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
39,15,39,"In Short It's a bakery, takeout place and cafe all in one, and thanks to dishes prepared using the same ingredients stocked at famed gourmet food emporium, Zabar's, prices and quality are upscale.",place,neutral,positive,prompt_3_zeroshot_single_term,"In Short It's a bakery, takeout place and cafe all in one, and thanks to dishes prepared using the same ingredients stocked at famed gourmet food emporium, Zabar's, prices and quality are upscale.

    What is the sentiment on 'place'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
40,15,40,"In Short It's a bakery, takeout place and cafe all in one, and thanks to dishes prepared using the same ingredients stocked at famed gourmet food emporium, Zabar's, prices and quality are upscale.",dishes,positive,positive,prompt_3_zeroshot_single_term,"In Short It's a bakery, takeout place and cafe all in one, and thanks to dishes prepared using the same ingredients stocked at famed gourmet food emporium, Zabar's, prices and quality are upscale.

    What is the sentiment on 'dishes'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
41,15,41,"In Short It's a bakery, takeout place and cafe all in one, and thanks to dishes prepared using the same ingredients stocked at famed gourmet food emporium, Zabar's, prices and quality are upscale.",ingredients,neutral,positive,prompt_3_zeroshot_single_term,"In Short It's a bakery, takeout place and cafe all in one, and thanks to dishes prepared using the same ingredients stocked at famed gourmet food emporium, Zabar's, prices and quality are upscale.

    What is the sentiment on 'ingredients'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
42,15,42,"In Short It's a bakery, takeout place and cafe all in one, and thanks to dishes prepared using the same ingredients stocked at famed gourmet food emporium, Zabar's, prices and quality are upscale.",prices,positive,positive,prompt_3_zeroshot_single_term,"In Short It's a bakery, takeout place and cafe all in one, and thanks to dishes prepared using the same ingredients stocked at famed gourmet food emporium, Zabar's, prices and quality are upscale.

    What is the sentiment on 'prices'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
43,15,43,"In Short It's a bakery, takeout place and cafe all in one, and thanks to dishes prepared using the same ingredients stocked at famed gourmet food emporium, Zabar's, prices and quality are upscale.",quality,positive,positive,prompt_3_zeroshot_single_term,"In Short It's a bakery, takeout place and cafe all in one, and thanks to dishes prepared using the same ingredients stocked at famed gourmet food emporium, Zabar's, prices and quality are upscale.

    What is the sentiment on 'quality'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
44,16,44,But it's the ambience that is the draw for me---sipping red wine and sitting under the red awning on a warm night.,ambience,positive,positive,prompt_3_zeroshot_single_term,"But it's the ambience that is the draw for me---sipping red wine and sitting under the red awning on a warm night.

    What is the sentiment on 'ambience'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
45,16,45,But it's the ambience that is the draw for me---sipping red wine and sitting under the red awning on a warm night.,red wine,neutral,positive,prompt_3_zeroshot_single_term,"But it's the ambience that is the draw for me---sipping red wine and sitting under the red awning on a warm night.

    What is the sentiment on 'red wine'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
46,17,46,"The service was fine, out appitizers took forever to come out, and then they dumped the rest of the food on us, without giving us a chance to enjoy our appitizers.",service,positive,negative,prompt_3_zeroshot_single_term,"The service was fine, out appitizers took forever to come out, and then they dumped the rest of the food on us, without giving us a chance to enjoy our appitizers.

    What is the sentiment on 'service'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
47,17,47,"The service was fine, out appitizers took forever to come out, and then they dumped the rest of the food on us, without giving us a chance to enjoy our appitizers.",food,neutral,negative,prompt_3_zeroshot_single_term,"The service was fine, out appitizers took forever to come out, and then they dumped the rest of the food on us, without giving us a chance to enjoy our appitizers.

    What is the sentiment on 'food'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
48,18,48,"The servers, casual in their striped button-downs, anticipate and fulfill needs as if they were trained as mind readers.",servers,negative,positive,prompt_3_zeroshot_single_term,"The servers, casual in their striped button-downs, anticipate and fulfill needs as if they were trained as mind readers.

    What is the sentiment on 'servers'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
49,18,49,"The servers, casual in their striped button-downs, anticipate and fulfill needs as if they were trained as mind readers.",striped button-downs,neutral,neutral,prompt_3_zeroshot_single_term,"The servers, casual in their striped button-downs, anticipate and fulfill needs as if they were trained as mind readers.

    What is the sentiment on 'striped button-downs'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
50,19,50,"The food did come out quickly and was good, but not worth the prices or the wait.",food,positive,positive,prompt_3_zeroshot_single_term,"The food did come out quickly and was good, but not worth the prices or the wait.

    What is the sentiment on 'food'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
51,19,51,"The food did come out quickly and was good, but not worth the prices or the wait.",wait,negative,negative,prompt_3_zeroshot_single_term,"The food did come out quickly and was good, but not worth the prices or the wait.

    What is the sentiment on 'wait'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
52,20,52,"The fries were absolutly inedible, and the coldslaw tasted like it was straight out of a bucket from Sam's, and the friend shrimp had too much curry.",fries,negative,negative,prompt_3_zeroshot_single_term,"The fries were absolutly inedible, and the coldslaw tasted like it was straight out of a bucket from Sam's, and the friend shrimp had too much curry.

    What is the sentiment on 'fries'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
53,20,53,"The fries were absolutly inedible, and the coldslaw tasted like it was straight out of a bucket from Sam's, and the friend shrimp had too much curry.",shrimp,neutral,negative,prompt_3_zeroshot_single_term,"The fries were absolutly inedible, and the coldslaw tasted like it was straight out of a bucket from Sam's, and the friend shrimp had too much curry.

    What is the sentiment on 'shrimp'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
54,20,54,"The fries were absolutly inedible, and the coldslaw tasted like it was straight out of a bucket from Sam's, and the friend shrimp had too much curry.",curry,negative,negative,prompt_3_zeroshot_single_term,"The fries were absolutly inedible, and the coldslaw tasted like it was straight out of a bucket from Sam's, and the friend shrimp had too much curry.

    What is the sentiment on 'curry'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
55,21,55,"my one complaint is that when we were finished with our dinner, it took an abnormally long time for our waitress to get with the program and bring us our check.",dinner,neutral,neutral,prompt_3_zeroshot_single_term,"my one complaint is that when we were finished with our dinner, it took an abnormally long time for our waitress to get with the program and bring us our check.

    What is the sentiment on 'dinner'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
56,21,56,"my one complaint is that when we were finished with our dinner, it took an abnormally long time for our waitress to get with the program and bring us our check.",waitress,negative,neutral,prompt_3_zeroshot_single_term,"my one complaint is that when we were finished with our dinner, it took an abnormally long time for our waitress to get with the program and bring us our check.

    What is the sentiment on 'waitress'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
57,22,57,"But wait, it gets even better, the mussels were so fishy that I had the server try one since he had a hard time believing that this was true.",wait,neutral,neutral,prompt_3_zeroshot_single_term,"But wait, it gets even better, the mussels were so fishy that I had the server try one since he had a hard time believing that this was true.

    What is the sentiment on 'wait'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
58,22,58,"But wait, it gets even better, the mussels were so fishy that I had the server try one since he had a hard time believing that this was true.",mussels,positive,negative,prompt_3_zeroshot_single_term,"But wait, it gets even better, the mussels were so fishy that I had the server try one since he had a hard time believing that this was true.

    What is the sentiment on 'mussels'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
59,22,59,"But wait, it gets even better, the mussels were so fishy that I had the server try one since he had a hard time believing that this was true.",server,negative,neutral,prompt_3_zeroshot_single_term,"But wait, it gets even better, the mussels were so fishy that I had the server try one since he had a hard time believing that this was true.

    What is the sentiment on 'server'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
60,23,60,"This place happens to be beatifully designed, the atmosphere is relaxed (as opposed to the noisy community dining atmosphere in so many busy chinese reataurants - which can also be OK) the food is authentic Chinese as opposed to what they think Americans would like, the staff is friendly and unhurried.",community dining atmosphere,negative,neutral,prompt_3_zeroshot_single_term,"This place happens to be beatifully designed, the atmosphere is relaxed (as opposed to the noisy community dining atmosphere in so many busy chinese reataurants - which can also be OK) the food is authentic Chinese as opposed to what they think Americans would like, the staff is friendly and unhurried.

    What is the sentiment on 'community dining atmosphere'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
61,23,61,"This place happens to be beatifully designed, the atmosphere is relaxed (as opposed to the noisy community dining atmosphere in so many busy chinese reataurants - which can also be OK) the food is authentic Chinese as opposed to what they think Americans would like, the staff is friendly and unhurried.",food,positive,positive,prompt_3_zeroshot_single_term,"This place happens to be beatifully designed, the atmosphere is relaxed (as opposed to the noisy community dining atmosphere in so many busy chinese reataurants - which can also be OK) the food is authentic Chinese as opposed to what they think Americans would like, the staff is friendly and unhurried.

    What is the sentiment on 'food'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
62,23,62,"This place happens to be beatifully designed, the atmosphere is relaxed (as opposed to the noisy community dining atmosphere in so many busy chinese reataurants - which can also be OK) the food is authentic Chinese as opposed to what they think Americans would like, the staff is friendly and unhurried.",staff,positive,positive,prompt_3_zeroshot_single_term,"This place happens to be beatifully designed, the atmosphere is relaxed (as opposed to the noisy community dining atmosphere in so many busy chinese reataurants - which can also be OK) the food is authentic Chinese as opposed to what they think Americans would like, the staff is friendly and unhurried.

    What is the sentiment on 'staff'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
63,24,63,"Please have the SPINACH DIP, CAESAR SALAD, HAWAIIAN RIB-EYE and the BROWNIE for dessert.",SPINACH DIP,positive,neutral,prompt_3_zeroshot_single_term,"Please have the SPINACH DIP, CAESAR SALAD, HAWAIIAN RIB-EYE and the BROWNIE for dessert.

    What is the sentiment on 'SPINACH DIP'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
64,24,64,"Please have the SPINACH DIP, CAESAR SALAD, HAWAIIAN RIB-EYE and the BROWNIE for dessert.",CAESAR SALAD,positive,neutral,prompt_3_zeroshot_single_term,"Please have the SPINACH DIP, CAESAR SALAD, HAWAIIAN RIB-EYE and the BROWNIE for dessert.

    What is the sentiment on 'CAESAR SALAD'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
65,24,65,"Please have the SPINACH DIP, CAESAR SALAD, HAWAIIAN RIB-EYE and the BROWNIE for dessert.",dessert,neutral,positive,prompt_3_zeroshot_single_term,"Please have the SPINACH DIP, CAESAR SALAD, HAWAIIAN RIB-EYE and the BROWNIE for dessert.

    What is the sentiment on 'dessert'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
66,25,66,"The atmosphere is warmly dim and inviting - if you make a reservation, ask for a corner both for extra coziness!",atmosphere,positive,positive,prompt_3_zeroshot_single_term,"The atmosphere is warmly dim and inviting - if you make a reservation, ask for a corner both for extra coziness!

    What is the sentiment on 'atmosphere'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
67,25,67,"The atmosphere is warmly dim and inviting - if you make a reservation, ask for a corner both for extra coziness!",reservation,neutral,positive,prompt_3_zeroshot_single_term,"The atmosphere is warmly dim and inviting - if you make a reservation, ask for a corner both for extra coziness!

    What is the sentiment on 'reservation'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
68,25,68,"The atmosphere is warmly dim and inviting - if you make a reservation, ask for a corner both for extra coziness!",corner,neutral,positive,prompt_3_zeroshot_single_term,"The atmosphere is warmly dim and inviting - if you make a reservation, ask for a corner both for extra coziness!

    What is the sentiment on 'corner'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
69,26,69,but we waiting two hours to get it (we had reservations but it was late so we wanted to try to come in earlier).,waiting,negative,negative,prompt_3_zeroshot_single_term,"but we waiting two hours to get it (we had reservations but it was late so we wanted to try to come in earlier).

    What is the sentiment on 'waiting'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
70,26,70,but we waiting two hours to get it (we had reservations but it was late so we wanted to try to come in earlier).,reservations,neutral,neutral,prompt_3_zeroshot_single_term,"but we waiting two hours to get it (we had reservations but it was late so we wanted to try to come in earlier).

    What is the sentiment on 'reservations'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
71,27,71,The waitress at the bar was very nasty to me because she mistakenly took an order for thai ice tea from me when I asked for thai lemonade in a to-go cup.,waitress,negative,negative,prompt_3_zeroshot_single_term,"The waitress at the bar was very nasty to me because she mistakenly took an order for thai ice tea from me when I asked for thai lemonade in a to-go cup.

    What is the sentiment on 'waitress'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
72,27,72,The waitress at the bar was very nasty to me because she mistakenly took an order for thai ice tea from me when I asked for thai lemonade in a to-go cup.,bar,neutral,negative,prompt_3_zeroshot_single_term,"The waitress at the bar was very nasty to me because she mistakenly took an order for thai ice tea from me when I asked for thai lemonade in a to-go cup.

    What is the sentiment on 'bar'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
73,27,73,The waitress at the bar was very nasty to me because she mistakenly took an order for thai ice tea from me when I asked for thai lemonade in a to-go cup.,thai lemonade,neutral,positive,prompt_3_zeroshot_single_term,"The waitress at the bar was very nasty to me because she mistakenly took an order for thai ice tea from me when I asked for thai lemonade in a to-go cup.

    What is the sentiment on 'thai lemonade'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
74,28,74,"In Short The bi-level dining room, which resembles a bamboo-thatched hut, is a brightly-lit, wide-open space with high ceilings and laminated depictions of Indian village life.",bi-level dining room,neutral,positive,prompt_3_zeroshot_single_term,"In Short The bi-level dining room, which resembles a bamboo-thatched hut, is a brightly-lit, wide-open space with high ceilings and laminated depictions of Indian village life.

    What is the sentiment on 'bi-level dining room'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
75,28,75,"In Short The bi-level dining room, which resembles a bamboo-thatched hut, is a brightly-lit, wide-open space with high ceilings and laminated depictions of Indian village life.",space,positive,positive,prompt_3_zeroshot_single_term,"In Short The bi-level dining room, which resembles a bamboo-thatched hut, is a brightly-lit, wide-open space with high ceilings and laminated depictions of Indian village life.

    What is the sentiment on 'space'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
76,29,76,"Superfine is my preferred destination in the city when I'm looking for a casual, hip atmosphere, extraordinary food at decent prices and/or just a place to get a good drink, chat with the bartender and shoot some (free) pool.",atmosphere,positive,positive,prompt_3_zeroshot_single_term,"Superfine is my preferred destination in the city when I'm looking for a casual, hip atmosphere, extraordinary food at decent prices and/or just a place to get a good drink, chat with the bartender and shoot some (free) pool.

    What is the sentiment on 'atmosphere'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
