,text_id,term_id,text,term,polarity,polarity_pred,prompt_name,prompt
10,4,10,In fact you can find their menu offerings at other places for better qualities and lower prices.,menu,neutral,neutral,prompt_3_zeroshot_single_term,"In fact you can find their menu offerings at other places for better qualities and lower prices.

    What is the sentiment on 'menu'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
11,4,11,In fact you can find their menu offerings at other places for better qualities and lower prices.,prices,positive,negative,prompt_3_zeroshot_single_term,"In fact you can find their menu offerings at other places for better qualities and lower prices.

    What is the sentiment on 'prices'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
12,5,12,Been here a few times and food has always been good but service really suffers when it gets crowded.,food,positive,positive,prompt_3_zeroshot_single_term,"Been here a few times and food has always been good but service really suffers when it gets crowded.

    What is the sentiment on 'food'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
13,5,13,Been here a few times and food has always been good but service really suffers when it gets crowded.,service,negative,negative,prompt_3_zeroshot_single_term,"Been here a few times and food has always been good but service really suffers when it gets crowded.

    What is the sentiment on 'service'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
14,6,14,It's sad that everything about this place was great (even the service and decor) except for the steak.,service,positive,positive,prompt_3_zeroshot_single_term,"It's sad that everything about this place was great (even the service and decor) except for the steak.

    What is the sentiment on 'service'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
15,6,15,It's sad that everything about this place was great (even the service and decor) except for the steak.,decor,positive,positive,prompt_3_zeroshot_single_term,"It's sad that everything about this place was great (even the service and decor) except for the steak.

    What is the sentiment on 'decor'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
16,6,16,It's sad that everything about this place was great (even the service and decor) except for the steak.,steak,negative,negative,prompt_3_zeroshot_single_term,"It's sad that everything about this place was great (even the service and decor) except for the steak.

    What is the sentiment on 'steak'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
17,7,17,to be honest we only had drinks and appetizers downstairs as we were there for a collegues leaving drinks but the staff was very friendly (typical aussies) and the food i did have was pretty darn good.,appetizers,neutral,positive,prompt_3_zeroshot_single_term,"to be honest we only had drinks and appetizers downstairs as we were there for a collegues leaving drinks but the staff was very friendly (typical aussies) and the food i did have was pretty darn good.

    What is the sentiment on 'appetizers'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
18,7,18,to be honest we only had drinks and appetizers downstairs as we were there for a collegues leaving drinks but the staff was very friendly (typical aussies) and the food i did have was pretty darn good.,staff,positive,positive,prompt_3_zeroshot_single_term,"to be honest we only had drinks and appetizers downstairs as we were there for a collegues leaving drinks but the staff was very friendly (typical aussies) and the food i did have was pretty darn good.

    What is the sentiment on 'staff'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
19,7,19,to be honest we only had drinks and appetizers downstairs as we were there for a collegues leaving drinks but the staff was very friendly (typical aussies) and the food i did have was pretty darn good.,food,positive,positive,prompt_3_zeroshot_single_term,"to be honest we only had drinks and appetizers downstairs as we were there for a collegues leaving drinks but the staff was very friendly (typical aussies) and the food i did have was pretty darn good.

    What is the sentiment on 'food'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
20,8,20,"The brasserie-style menu remains relatively unchanged, featuring classic bistro choices like frisee salad with bacon, blue cheese and a poached egg, steak tartare, moules and steak frites, and various burgers and sandwiches.",brasserie-style menu,neutral,neutral,prompt_3_zeroshot_single_term,"The brasserie-style menu remains relatively unchanged, featuring classic bistro choices like frisee salad with bacon, blue cheese and a poached egg, steak tartare, moules and steak frites, and various burgers and sandwiches.

    What is the sentiment on 'brasserie-style menu'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
21,8,21,"The brasserie-style menu remains relatively unchanged, featuring classic bistro choices like frisee salad with bacon, blue cheese and a poached egg, steak tartare, moules and steak frites, and various burgers and sandwiches.",bistro choices,positive,neutral,prompt_3_zeroshot_single_term,"The brasserie-style menu remains relatively unchanged, featuring classic bistro choices like frisee salad with bacon, blue cheese and a poached egg, steak tartare, moules and steak frites, and various burgers and sandwiches.

    What is the sentiment on 'bistro choices'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
22,8,22,"The brasserie-style menu remains relatively unchanged, featuring classic bistro choices like frisee salad with bacon, blue cheese and a poached egg, steak tartare, moules and steak frites, and various burgers and sandwiches.","frisee salad with bacon, blue cheese",neutral,positive,prompt_3_zeroshot_single_term,"The brasserie-style menu remains relatively unchanged, featuring classic bistro choices like frisee salad with bacon, blue cheese and a poached egg, steak tartare, moules and steak frites, and various burgers and sandwiches.

    What is the sentiment on 'frisee salad with bacon, blue cheese'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
23,8,23,"The brasserie-style menu remains relatively unchanged, featuring classic bistro choices like frisee salad with bacon, blue cheese and a poached egg, steak tartare, moules and steak frites, and various burgers and sandwiches.",a poached egg,neutral,neutral,prompt_3_zeroshot_single_term,"The brasserie-style menu remains relatively unchanged, featuring classic bistro choices like frisee salad with bacon, blue cheese and a poached egg, steak tartare, moules and steak frites, and various burgers and sandwiches.

    What is the sentiment on 'a poached egg'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
24,8,24,"The brasserie-style menu remains relatively unchanged, featuring classic bistro choices like frisee salad with bacon, blue cheese and a poached egg, steak tartare, moules and steak frites, and various burgers and sandwiches.",steak tartare,neutral,neutral,prompt_3_zeroshot_single_term,"The brasserie-style menu remains relatively unchanged, featuring classic bistro choices like frisee salad with bacon, blue cheese and a poached egg, steak tartare, moules and steak frites, and various burgers and sandwiches.

    What is the sentiment on 'steak tartare'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
25,8,25,"The brasserie-style menu remains relatively unchanged, featuring classic bistro choices like frisee salad with bacon, blue cheese and a poached egg, steak tartare, moules and steak frites, and various burgers and sandwiches.",moules,neutral,neutral,prompt_3_zeroshot_single_term,"The brasserie-style menu remains relatively unchanged, featuring classic bistro choices like frisee salad with bacon, blue cheese and a poached egg, steak tartare, moules and steak frites, and various burgers and sandwiches.

    What is the sentiment on 'moules'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
26,8,26,"The brasserie-style menu remains relatively unchanged, featuring classic bistro choices like frisee salad with bacon, blue cheese and a poached egg, steak tartare, moules and steak frites, and various burgers and sandwiches.",steak frites,neutral,neutral,prompt_3_zeroshot_single_term,"The brasserie-style menu remains relatively unchanged, featuring classic bistro choices like frisee salad with bacon, blue cheese and a poached egg, steak tartare, moules and steak frites, and various burgers and sandwiches.

    What is the sentiment on 'steak frites'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
27,8,27,"The brasserie-style menu remains relatively unchanged, featuring classic bistro choices like frisee salad with bacon, blue cheese and a poached egg, steak tartare, moules and steak frites, and various burgers and sandwiches.",burgers,positive,neutral,prompt_3_zeroshot_single_term,"The brasserie-style menu remains relatively unchanged, featuring classic bistro choices like frisee salad with bacon, blue cheese and a poached egg, steak tartare, moules and steak frites, and various burgers and sandwiches.

    What is the sentiment on 'burgers'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
28,9,28,"we all liked the brunch items we had but when we later asked if the chips were supposed to come with the meal, the waitress explained it away by saying sometimes they forget instead of apologizing and offering something extra.",brunch,positive,neutral,prompt_3_zeroshot_single_term,"we all liked the brunch items we had but when we later asked if the chips were supposed to come with the meal, the waitress explained it away by saying sometimes they forget instead of apologizing and offering something extra.

    What is the sentiment on 'brunch'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
29,9,29,"we all liked the brunch items we had but when we later asked if the chips were supposed to come with the meal, the waitress explained it away by saying sometimes they forget instead of apologizing and offering something extra.",chips,neutral,neutral,prompt_3_zeroshot_single_term,"we all liked the brunch items we had but when we later asked if the chips were supposed to come with the meal, the waitress explained it away by saying sometimes they forget instead of apologizing and offering something extra.

    What is the sentiment on 'chips'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
30,9,30,"we all liked the brunch items we had but when we later asked if the chips were supposed to come with the meal, the waitress explained it away by saying sometimes they forget instead of apologizing and offering something extra.",waitress,negative,neutral,prompt_3_zeroshot_single_term,"we all liked the brunch items we had but when we later asked if the chips were supposed to come with the meal, the waitress explained it away by saying sometimes they forget instead of apologizing and offering something extra.

    What is the sentiment on 'waitress'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
31,10,31,"Appetizers are the safest bet, including a bountiful calamari plate or the appropriately earthy mushroom polenta.",Appetizers,positive,neutral,prompt_3_zeroshot_single_term,"Appetizers are the safest bet, including a bountiful calamari plate or the appropriately earthy mushroom polenta.

    What is the sentiment on 'Appetizers'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
32,10,32,"Appetizers are the safest bet, including a bountiful calamari plate or the appropriately earthy mushroom polenta.",bountiful calamari plate,neutral,positive,prompt_3_zeroshot_single_term,"Appetizers are the safest bet, including a bountiful calamari plate or the appropriately earthy mushroom polenta.

    What is the sentiment on 'bountiful calamari plate'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
33,10,33,"Appetizers are the safest bet, including a bountiful calamari plate or the appropriately earthy mushroom polenta.",appropriately earthy mushroom polenta,neutral,neutral,prompt_3_zeroshot_single_term,"Appetizers are the safest bet, including a bountiful calamari plate or the appropriately earthy mushroom polenta.

    What is the sentiment on 'appropriately earthy mushroom polenta'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
34,11,34,Ive had better burgers and fries at the local dinner in my neighborhood: 3 guys dinner on 96th and Madison Avenue.,burgers,positive,neutral,prompt_3_zeroshot_single_term,"Ive had better burgers and fries at the local dinner in my neighborhood: 3 guys dinner on 96th and Madison Avenue.

    What is the sentiment on 'burgers'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
35,11,35,Ive had better burgers and fries at the local dinner in my neighborhood: 3 guys dinner on 96th and Madison Avenue.,fries,positive,positive,prompt_3_zeroshot_single_term,"Ive had better burgers and fries at the local dinner in my neighborhood: 3 guys dinner on 96th and Madison Avenue.

    What is the sentiment on 'fries'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
36,11,36,Ive had better burgers and fries at the local dinner in my neighborhood: 3 guys dinner on 96th and Madison Avenue.,local dinner,neutral,neutral,prompt_3_zeroshot_single_term,"Ive had better burgers and fries at the local dinner in my neighborhood: 3 guys dinner on 96th and Madison Avenue.

    What is the sentiment on 'local dinner'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
37,12,37,The Scene Hunky waiters dub diners darling and it sounds like they mean it.,Scene,neutral,positive,prompt_3_zeroshot_single_term,"The Scene Hunky waiters dub diners darling and it sounds like they mean it.

    What is the sentiment on 'Scene'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
38,12,38,The Scene Hunky waiters dub diners darling and it sounds like they mean it.,waiters,negative,positive,prompt_3_zeroshot_single_term,"The Scene Hunky waiters dub diners darling and it sounds like they mean it.

    What is the sentiment on 'waiters'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
39,12,39,The Scene Hunky waiters dub diners darling and it sounds like they mean it.,diners,neutral,neutral,prompt_3_zeroshot_single_term,"The Scene Hunky waiters dub diners darling and it sounds like they mean it.

    What is the sentiment on 'diners'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
40,12,40,The Scene Hunky waiters dub diners darling and it sounds like they mean it.,darling,neutral,positive,prompt_3_zeroshot_single_term,"The Scene Hunky waiters dub diners darling and it sounds like they mean it.

    What is the sentiment on 'darling'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
41,13,41,"Instead, 4 members of the wait staff were giggling and carrying on at the corner of the bar.",wait staff,negative,neutral,prompt_3_zeroshot_single_term,"Instead, 4 members of the wait staff were giggling and carrying on at the corner of the bar.

    What is the sentiment on 'wait staff'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
42,13,42,"Instead, 4 members of the wait staff were giggling and carrying on at the corner of the bar.",bar,neutral,neutral,prompt_3_zeroshot_single_term,"Instead, 4 members of the wait staff were giggling and carrying on at the corner of the bar.

    What is the sentiment on 'bar'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
43,14,43,"We had to wait 20 minutes before getting a beer, and we never got our burger order.",beer,neutral,negative,prompt_3_zeroshot_single_term,"We had to wait 20 minutes before getting a beer, and we never got our burger order.

    What is the sentiment on 'beer'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
44,14,44,"We had to wait 20 minutes before getting a beer, and we never got our burger order.",order,negative,negative,prompt_3_zeroshot_single_term,"We had to wait 20 minutes before getting a beer, and we never got our burger order.

    What is the sentiment on 'order'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
45,15,45,"The waitress forgot our coffee, took forever to take our order, never checked in with us after the food came and when we were done, didn't bring us the check for the longest time.",waitress,negative,negative,prompt_3_zeroshot_single_term,"The waitress forgot our coffee, took forever to take our order, never checked in with us after the food came and when we were done, didn't bring us the check for the longest time.

    What is the sentiment on 'waitress'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
46,15,46,"The waitress forgot our coffee, took forever to take our order, never checked in with us after the food came and when we were done, didn't bring us the check for the longest time.",coffee,neutral,negative,prompt_3_zeroshot_single_term,"The waitress forgot our coffee, took forever to take our order, never checked in with us after the food came and when we were done, didn't bring us the check for the longest time.

    What is the sentiment on 'coffee'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
47,15,47,"The waitress forgot our coffee, took forever to take our order, never checked in with us after the food came and when we were done, didn't bring us the check for the longest time.",food,neutral,neutral,prompt_3_zeroshot_single_term,"The waitress forgot our coffee, took forever to take our order, never checked in with us after the food came and when we were done, didn't bring us the check for the longest time.

    What is the sentiment on 'food'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
48,16,48,"We had no problems with our resevations and found the service and the meal well worth a wait, had we run into one.",service,neutral,positive,prompt_3_zeroshot_single_term,"We had no problems with our resevations and found the service and the meal well worth a wait, had we run into one.

    What is the sentiment on 'service'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
49,16,49,"We had no problems with our resevations and found the service and the meal well worth a wait, had we run into one.",meal,neutral,positive,prompt_3_zeroshot_single_term,"We had no problems with our resevations and found the service and the meal well worth a wait, had we run into one.

    What is the sentiment on 'meal'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
50,16,50,"We had no problems with our resevations and found the service and the meal well worth a wait, had we run into one.",wait,positive,neutral,prompt_3_zeroshot_single_term,"We had no problems with our resevations and found the service and the meal well worth a wait, had we run into one.

    What is the sentiment on 'wait'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
51,17,51,One of our diners didn't like her fish and both the waitress and the manager insisted on replacing it.,fish,negative,negative,prompt_3_zeroshot_single_term,"One of our diners didn't like her fish and both the waitress and the manager insisted on replacing it.

    What is the sentiment on 'fish'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
52,17,52,One of our diners didn't like her fish and both the waitress and the manager insisted on replacing it.,waitress,neutral,neutral,prompt_3_zeroshot_single_term,"One of our diners didn't like her fish and both the waitress and the manager insisted on replacing it.

    What is the sentiment on 'waitress'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
53,17,53,One of our diners didn't like her fish and both the waitress and the manager insisted on replacing it.,manager,neutral,positive,prompt_3_zeroshot_single_term,"One of our diners didn't like her fish and both the waitress and the manager insisted on replacing it.

    What is the sentiment on 'manager'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
54,18,54,"A glass of wine for each of us (decent), shared appetizer (snow peas, excellent), individual pizzas (just ok, and really, less filling than two slices at your local slice joint, not *nearly* as good as John's or Totonno's), a shared dessert (good but rather small), and the bill.",glass of wine,positive,positive,prompt_3_zeroshot_single_term,"A glass of wine for each of us (decent), shared appetizer (snow peas, excellent), individual pizzas (just ok, and really, less filling than two slices at your local slice joint, not *nearly* as good as John's or Totonno's), a shared dessert (good but rather small), and the bill.

    What is the sentiment on 'glass of wine'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
55,18,55,"A glass of wine for each of us (decent), shared appetizer (snow peas, excellent), individual pizzas (just ok, and really, less filling than two slices at your local slice joint, not *nearly* as good as John's or Totonno's), a shared dessert (good but rather small), and the bill.",individual pizzas,neutral,neutral,prompt_3_zeroshot_single_term,"A glass of wine for each of us (decent), shared appetizer (snow peas, excellent), individual pizzas (just ok, and really, less filling than two slices at your local slice joint, not *nearly* as good as John's or Totonno's), a shared dessert (good but rather small), and the bill.

    What is the sentiment on 'individual pizzas'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
56,18,56,"A glass of wine for each of us (decent), shared appetizer (snow peas, excellent), individual pizzas (just ok, and really, less filling than two slices at your local slice joint, not *nearly* as good as John's or Totonno's), a shared dessert (good but rather small), and the bill.",dessert,positive,positive,prompt_3_zeroshot_single_term,"A glass of wine for each of us (decent), shared appetizer (snow peas, excellent), individual pizzas (just ok, and really, less filling than two slices at your local slice joint, not *nearly* as good as John's or Totonno's), a shared dessert (good but rather small), and the bill.

    What is the sentiment on 'dessert'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
57,19,57,"On the menu, there are many inexpensive snacks, drinks and meals to choose from.",menu,neutral,neutral,prompt_3_zeroshot_single_term,"On the menu, there are many inexpensive snacks, drinks and meals to choose from.

    What is the sentiment on 'menu'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
58,19,58,"On the menu, there are many inexpensive snacks, drinks and meals to choose from.",meals,positive,neutral,prompt_3_zeroshot_single_term,"On the menu, there are many inexpensive snacks, drinks and meals to choose from.

    What is the sentiment on 'meals'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
59,20,59,My dining companion and I have nothing but raves about the  environment and the Food.,dining,neutral,positive,prompt_3_zeroshot_single_term,"My dining companion and I have nothing but raves about the  environment and the Food.

    What is the sentiment on 'dining'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
60,20,60,My dining companion and I have nothing but raves about the  environment and the Food.,environment,positive,positive,prompt_3_zeroshot_single_term,"My dining companion and I have nothing but raves about the  environment and the Food.

    What is the sentiment on 'environment'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
61,20,61,My dining companion and I have nothing but raves about the  environment and the Food.,Food,positive,positive,prompt_3_zeroshot_single_term,"My dining companion and I have nothing but raves about the  environment and the Food.

    What is the sentiment on 'Food'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
62,21,62,"While waiting for a table, tried to get a drink from a bartender who seemed more interested in arguing with his waiters.",waiting,neutral,negative,prompt_3_zeroshot_single_term,"While waiting for a table, tried to get a drink from a bartender who seemed more interested in arguing with his waiters.

    What is the sentiment on 'waiting'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
63,21,63,"While waiting for a table, tried to get a drink from a bartender who seemed more interested in arguing with his waiters.",table,neutral,neutral,prompt_3_zeroshot_single_term,"While waiting for a table, tried to get a drink from a bartender who seemed more interested in arguing with his waiters.

    What is the sentiment on 'table'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
64,21,64,"While waiting for a table, tried to get a drink from a bartender who seemed more interested in arguing with his waiters.",drink,neutral,negative,prompt_3_zeroshot_single_term,"While waiting for a table, tried to get a drink from a bartender who seemed more interested in arguing with his waiters.

    What is the sentiment on 'drink'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
65,21,65,"While waiting for a table, tried to get a drink from a bartender who seemed more interested in arguing with his waiters.",waiters,negative,negative,prompt_3_zeroshot_single_term,"While waiting for a table, tried to get a drink from a bartender who seemed more interested in arguing with his waiters.

    What is the sentiment on 'waiters'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
66,22,66,"There should be more choices of items to load on the pie, still quality of their classic pizza is a slice above.",pie,neutral,neutral,prompt_3_zeroshot_single_term,"There should be more choices of items to load on the pie, still quality of their classic pizza is a slice above.

    What is the sentiment on 'pie'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
67,22,67,"There should be more choices of items to load on the pie, still quality of their classic pizza is a slice above.",pizza,positive,positive,prompt_3_zeroshot_single_term,"There should be more choices of items to load on the pie, still quality of their classic pizza is a slice above.

    What is the sentiment on 'pizza'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
68,23,68,"The meat, onions, and cheese were good as was the roll, but I'd go back if I could forego the sauce.",meat,positive,positive,prompt_3_zeroshot_single_term,"The meat, onions, and cheese were good as was the roll, but I'd go back if I could forego the sauce.

    What is the sentiment on 'meat'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
69,23,69,"The meat, onions, and cheese were good as was the roll, but I'd go back if I could forego the sauce.",cheese,positive,positive,prompt_3_zeroshot_single_term,"The meat, onions, and cheese were good as was the roll, but I'd go back if I could forego the sauce.

    What is the sentiment on 'cheese'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
70,23,70,"The meat, onions, and cheese were good as was the roll, but I'd go back if I could forego the sauce.",sauce,neutral,neutral,prompt_3_zeroshot_single_term,"The meat, onions, and cheese were good as was the roll, but I'd go back if I could forego the sauce.

    What is the sentiment on 'sauce'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
71,24,71,"Rich appetizers (baked fontina, lentil cake, french onion soup) and ample, tasty salads.",appetizers,positive,positive,prompt_3_zeroshot_single_term,"Rich appetizers (baked fontina, lentil cake, french onion soup) and ample, tasty salads.

    What is the sentiment on 'appetizers'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
72,24,72,"Rich appetizers (baked fontina, lentil cake, french onion soup) and ample, tasty salads.",baked fontina,neutral,positive,prompt_3_zeroshot_single_term,"Rich appetizers (baked fontina, lentil cake, french onion soup) and ample, tasty salads.

    What is the sentiment on 'baked fontina'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
73,24,73,"Rich appetizers (baked fontina, lentil cake, french onion soup) and ample, tasty salads.",lentil cake,neutral,neutral,prompt_3_zeroshot_single_term,"Rich appetizers (baked fontina, lentil cake, french onion soup) and ample, tasty salads.

    What is the sentiment on 'lentil cake'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
74,24,74,"Rich appetizers (baked fontina, lentil cake, french onion soup) and ample, tasty salads.",french onion soup,neutral,positive,prompt_3_zeroshot_single_term,"Rich appetizers (baked fontina, lentil cake, french onion soup) and ample, tasty salads.

    What is the sentiment on 'french onion soup'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
75,24,75,"Rich appetizers (baked fontina, lentil cake, french onion soup) and ample, tasty salads.",salads,positive,positive,prompt_3_zeroshot_single_term,"Rich appetizers (baked fontina, lentil cake, french onion soup) and ample, tasty salads.

    What is the sentiment on 'salads'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
76,25,76,Went here with my husband on a Saturday night for dinner since the place looked like it had great atmosphere.,dinner,neutral,positive,prompt_3_zeroshot_single_term,"Went here with my husband on a Saturday night for dinner since the place looked like it had great atmosphere.

    What is the sentiment on 'dinner'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
77,25,77,Went here with my husband on a Saturday night for dinner since the place looked like it had great atmosphere.,place,neutral,positive,prompt_3_zeroshot_single_term,"Went here with my husband on a Saturday night for dinner since the place looked like it had great atmosphere.

    What is the sentiment on 'place'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
78,25,78,Went here with my husband on a Saturday night for dinner since the place looked like it had great atmosphere.,atmosphere,positive,positive,prompt_3_zeroshot_single_term,"Went here with my husband on a Saturday night for dinner since the place looked like it had great atmosphere.

    What is the sentiment on 'atmosphere'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
79,26,79,"The bartender, the wait staff and management all put the customer first and that was clear and much appreciated.",bartender,positive,positive,prompt_3_zeroshot_single_term,"The bartender, the wait staff and management all put the customer first and that was clear and much appreciated.

    What is the sentiment on 'bartender'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
80,26,80,"The bartender, the wait staff and management all put the customer first and that was clear and much appreciated.",wait staff,positive,positive,prompt_3_zeroshot_single_term,"The bartender, the wait staff and management all put the customer first and that was clear and much appreciated.

    What is the sentiment on 'wait staff'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
