,Unnamed: 0,text_id,term_id,text,term,polarity,example1_term_id,example1_prompt,example1_sim_score,example2_term_id,example2_prompt,example2_sim_score,example3_term_id,example3_prompt,example3_sim_score,polarity_pred,prompt_name,prompt
140,140,54,140,"The waitstaff are surprisingly uninformed and unintelligent, and I say this even though I liked my waiter.",waiter,positive,9239,"Input: ""Came here with a date and immediately liked the room and nice bar scene even though we had a bit of a wait despite a reservation.""
Terms: 
'bar scene'
'reservation'

Output: {""term_sentiments"": [[""bar scene"", ""positive""], [""reservation"", ""neutral""]]}
",0.2565082404236462,3055,"Input: ""I liked the beer selection!""
Terms: 
'beer selection'
'beer s'

Output: {""term_sentiments"": [[""beer selection"", ""positive""], [""beer s"", ""neutral""]]}
",0.2566917811534381,2050,"Input: ""The waitstaff can be hard to track down and uninformed about the menu.""
Terms: 
'waitstaff'
'menu'

Output: {""term_sentiments"": [[""waitstaff"", ""negative""], [""menu"", ""neutral""]]}
",0.3720902443792034,positive,prompt_multi_term_fewshot,"Example 1:
Input: ""Came here with a date and immediately liked the room and nice bar scene even though we had a bit of a wait despite a reservation.""
Terms: 
'bar scene'
'reservation'

Output: {""term_sentiments"": [[""bar scene"", ""positive""], [""reservation"", ""neutral""]]}


Example 2:
Input: ""I liked the beer selection!""
Terms: 
'beer selection'
'beer s'

Output: {""term_sentiments"": [[""beer selection"", ""positive""], [""beer s"", ""neutral""]]}


Example 3
Input: ""The waitstaff can be hard to track down and uninformed about the menu.""
Terms: 
'waitstaff'
'menu'

Output: {""term_sentiments"": [[""waitstaff"", ""negative""], [""menu"", ""neutral""]]}

    
Task:
Input: The waitstaff are surprisingly uninformed and unintelligent, and I say this even though I liked my waiter.
Terms: 
'waitstaff'
'waiter'

Prompt: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'. 
Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON."
141,141,55,141,"Main courses we had (beef, lobster sukiyaki, black seabass, striped seabass) tasted too much like homestyle authentic Chinese food except for the sukiyaki.",beef,neutral,10245,"Input: ""We told the waitress we'd like the fries hot with our main courses but she only ordered more once the rest of the food had arrived so we didn't get them until we were half way through.""
Terms: 
'waitress'
'fries'
'main courses'
'food'

Output: {""term_sentiments"": [[""waitress"", ""negative""], [""fries"", ""neutral""], [""main courses"", ""neutral""], [""food"", ""neutral""]]}
",0.1646383377815823,938,"Input: ""The Food The best homestyle Italian cooking and service (Menu?""
Terms: 
'Food'
'homestyle Italian cooking'
'service'

Output: {""term_sentiments"": [[""Food"", ""neutral""], [""homestyle Italian cooking"", ""positive""], [""service"", ""positive""]]}
",0.1829706171128196,2621,"Input: ""The waiter's recommendation for the entree (seabass in a lime and mango chutney) exceeded our expectations and we ate the chutney to the last drop.""
Terms: 
'waiter'
'lime and mango chutney'

Output: {""term_sentiments"": [[""waiter"", ""positive""], [""lime and mango chutney"", ""neutral""]]}
",0.1957585658951334,neutral,prompt_multi_term_fewshot,"Example 1:
Input: ""We told the waitress we'd like the fries hot with our main courses but she only ordered more once the rest of the food had arrived so we didn't get them until we were half way through.""
Terms: 
'waitress'
'fries'
'main courses'
'food'

Output: {""term_sentiments"": [[""waitress"", ""negative""], [""fries"", ""neutral""], [""main courses"", ""neutral""], [""food"", ""neutral""]]}


Example 2:
Input: ""The Food The best homestyle Italian cooking and service (Menu?""
Terms: 
'Food'
'homestyle Italian cooking'
'service'

Output: {""term_sentiments"": [[""Food"", ""neutral""], [""homestyle Italian cooking"", ""positive""], [""service"", ""positive""]]}


Example 3
Input: ""The waiter's recommendation for the entree (seabass in a lime and mango chutney) exceeded our expectations and we ate the chutney to the last drop.""
Terms: 
'waiter'
'lime and mango chutney'

Output: {""term_sentiments"": [[""waiter"", ""positive""], [""lime and mango chutney"", ""neutral""]]}

    
Task:
Input: Main courses we had (beef, lobster sukiyaki, black seabass, striped seabass) tasted too much like homestyle authentic Chinese food except for the sukiyaki.
Terms: 
'beef'
'Chinese food'

Prompt: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'. 
Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON."
142,142,55,142,"Main courses we had (beef, lobster sukiyaki, black seabass, striped seabass) tasted too much like homestyle authentic Chinese food except for the sukiyaki.",Chinese food,positive,10245,"Input: ""We told the waitress we'd like the fries hot with our main courses but she only ordered more once the rest of the food had arrived so we didn't get them until we were half way through.""
Terms: 
'waitress'
'fries'
'main courses'
'food'

Output: {""term_sentiments"": [[""waitress"", ""negative""], [""fries"", ""neutral""], [""main courses"", ""neutral""], [""food"", ""neutral""]]}
",0.1646383377815823,938,"Input: ""The Food The best homestyle Italian cooking and service (Menu?""
Terms: 
'Food'
'homestyle Italian cooking'
'service'

Output: {""term_sentiments"": [[""Food"", ""neutral""], [""homestyle Italian cooking"", ""positive""], [""service"", ""positive""]]}
",0.1829706171128196,2621,"Input: ""The waiter's recommendation for the entree (seabass in a lime and mango chutney) exceeded our expectations and we ate the chutney to the last drop.""
Terms: 
'waiter'
'lime and mango chutney'

Output: {""term_sentiments"": [[""waiter"", ""positive""], [""lime and mango chutney"", ""neutral""]]}
",0.1957585658951334,negative,prompt_multi_term_fewshot,"Example 1:
Input: ""We told the waitress we'd like the fries hot with our main courses but she only ordered more once the rest of the food had arrived so we didn't get them until we were half way through.""
Terms: 
'waitress'
'fries'
'main courses'
'food'

Output: {""term_sentiments"": [[""waitress"", ""negative""], [""fries"", ""neutral""], [""main courses"", ""neutral""], [""food"", ""neutral""]]}


Example 2:
Input: ""The Food The best homestyle Italian cooking and service (Menu?""
Terms: 
'Food'
'homestyle Italian cooking'
'service'

Output: {""term_sentiments"": [[""Food"", ""neutral""], [""homestyle Italian cooking"", ""positive""], [""service"", ""positive""]]}


Example 3
Input: ""The waiter's recommendation for the entree (seabass in a lime and mango chutney) exceeded our expectations and we ate the chutney to the last drop.""
Terms: 
'waiter'
'lime and mango chutney'

Output: {""term_sentiments"": [[""waiter"", ""positive""], [""lime and mango chutney"", ""neutral""]]}

    
Task:
Input: Main courses we had (beef, lobster sukiyaki, black seabass, striped seabass) tasted too much like homestyle authentic Chinese food except for the sukiyaki.
Terms: 
'beef'
'Chinese food'

Prompt: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'. 
Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON."
143,143,56,143,"The bill came out to like $100pp, and noone touched their food, and drinks were left untouched because after the first bite/sip you want to never touch it again.",bill,neutral,2376,"Input: ""Out waitress never came back to our table after taking our food orders.""
Terms: 
'waitress'
'food'

Output: {""term_sentiments"": [[""waitress"", ""negative""], [""food"", ""neutral""]]}
",0.2236395269393092,9690,"Input: ""I had the first pasta listed on the menu and it left me craving the taste again for days after.""
Terms: 
'pasta'
'menu'

Output: {""term_sentiments"": [[""pasta"", ""positive""], [""menu"", ""neutral""]]}
",0.267806112035213,9256,"Input: ""When the bill came, both appetizers were charged even though we had one bite of the first and it should not have served competely overcooked.""
Terms: 
'bill'
'appetizers'
'served'

Output: {""term_sentiments"": [[""bill"", ""neutral""], [""appetizers"", ""neutral""], [""served"", ""negative""]]}
",0.2829254614459316,neutral,prompt_multi_term_fewshot,"Example 1:
Input: ""Out waitress never came back to our table after taking our food orders.""
Terms: 
'waitress'
'food'

Output: {""term_sentiments"": [[""waitress"", ""negative""], [""food"", ""neutral""]]}


Example 2:
Input: ""I had the first pasta listed on the menu and it left me craving the taste again for days after.""
Terms: 
'pasta'
'menu'

Output: {""term_sentiments"": [[""pasta"", ""positive""], [""menu"", ""neutral""]]}


Example 3
Input: ""When the bill came, both appetizers were charged even though we had one bite of the first and it should not have served competely overcooked.""
Terms: 
'bill'
'appetizers'
'served'

Output: {""term_sentiments"": [[""bill"", ""neutral""], [""appetizers"", ""neutral""], [""served"", ""negative""]]}

    
Task:
Input: The bill came out to like $100pp, and noone touched their food, and drinks were left untouched because after the first bite/sip you want to never touch it again.
Terms: 
'bill'
'food'
'drinks'

Prompt: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'. 
Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON."
144,144,56,144,"The bill came out to like $100pp, and noone touched their food, and drinks were left untouched because after the first bite/sip you want to never touch it again.",food,neutral,2376,"Input: ""Out waitress never came back to our table after taking our food orders.""
Terms: 
'waitress'
'food'

Output: {""term_sentiments"": [[""waitress"", ""negative""], [""food"", ""neutral""]]}
",0.2236395269393092,9690,"Input: ""I had the first pasta listed on the menu and it left me craving the taste again for days after.""
Terms: 
'pasta'
'menu'

Output: {""term_sentiments"": [[""pasta"", ""positive""], [""menu"", ""neutral""]]}
",0.267806112035213,9256,"Input: ""When the bill came, both appetizers were charged even though we had one bite of the first and it should not have served competely overcooked.""
Terms: 
'bill'
'appetizers'
'served'

Output: {""term_sentiments"": [[""bill"", ""neutral""], [""appetizers"", ""neutral""], [""served"", ""negative""]]}
",0.2829254614459316,negative,prompt_multi_term_fewshot,"Example 1:
Input: ""Out waitress never came back to our table after taking our food orders.""
Terms: 
'waitress'
'food'

Output: {""term_sentiments"": [[""waitress"", ""negative""], [""food"", ""neutral""]]}


Example 2:
Input: ""I had the first pasta listed on the menu and it left me craving the taste again for days after.""
Terms: 
'pasta'
'menu'

Output: {""term_sentiments"": [[""pasta"", ""positive""], [""menu"", ""neutral""]]}


Example 3
Input: ""When the bill came, both appetizers were charged even though we had one bite of the first and it should not have served competely overcooked.""
Terms: 
'bill'
'appetizers'
'served'

Output: {""term_sentiments"": [[""bill"", ""neutral""], [""appetizers"", ""neutral""], [""served"", ""negative""]]}

    
Task:
Input: The bill came out to like $100pp, and noone touched their food, and drinks were left untouched because after the first bite/sip you want to never touch it again.
Terms: 
'bill'
'food'
'drinks'

Prompt: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'. 
Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON."
145,145,56,145,"The bill came out to like $100pp, and noone touched their food, and drinks were left untouched because after the first bite/sip you want to never touch it again.",drinks,negative,2376,"Input: ""Out waitress never came back to our table after taking our food orders.""
Terms: 
'waitress'
'food'

Output: {""term_sentiments"": [[""waitress"", ""negative""], [""food"", ""neutral""]]}
",0.2236395269393092,9690,"Input: ""I had the first pasta listed on the menu and it left me craving the taste again for days after.""
Terms: 
'pasta'
'menu'

Output: {""term_sentiments"": [[""pasta"", ""positive""], [""menu"", ""neutral""]]}
",0.267806112035213,9256,"Input: ""When the bill came, both appetizers were charged even though we had one bite of the first and it should not have served competely overcooked.""
Terms: 
'bill'
'appetizers'
'served'

Output: {""term_sentiments"": [[""bill"", ""neutral""], [""appetizers"", ""neutral""], [""served"", ""negative""]]}
",0.2829254614459316,negative,prompt_multi_term_fewshot,"Example 1:
Input: ""Out waitress never came back to our table after taking our food orders.""
Terms: 
'waitress'
'food'

Output: {""term_sentiments"": [[""waitress"", ""negative""], [""food"", ""neutral""]]}


Example 2:
Input: ""I had the first pasta listed on the menu and it left me craving the taste again for days after.""
Terms: 
'pasta'
'menu'

Output: {""term_sentiments"": [[""pasta"", ""positive""], [""menu"", ""neutral""]]}


Example 3
Input: ""When the bill came, both appetizers were charged even though we had one bite of the first and it should not have served competely overcooked.""
Terms: 
'bill'
'appetizers'
'served'

Output: {""term_sentiments"": [[""bill"", ""neutral""], [""appetizers"", ""neutral""], [""served"", ""negative""]]}

    
Task:
Input: The bill came out to like $100pp, and noone touched their food, and drinks were left untouched because after the first bite/sip you want to never touch it again.
Terms: 
'bill'
'food'
'drinks'

Prompt: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'. 
Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON."
146,146,57,146,We hunted the waitress to at least pay for the drinks.,waitress,negative,4387,"Input: ""That said, I made sure to pay before we had coffee, so that the server was not waiting on us to pay; and I left a 30% tip, knowing we'd be there for a while.""
Terms: 
'coffee'
'server'
'waiting'

Output: {""term_sentiments"": [[""coffee"", ""neutral""], [""server"", ""negative""], [""waiting"", ""negative""]]}
",0.3437679857712848,4673,"Input: ""We had at least 10 of the appetizers on the menu, which all were delicious.""
Terms: 
'appetizers'
'menu'

Output: {""term_sentiments"": [[""appetizers"", ""positive""], [""menu"", ""neutral""]]}
",0.3453456440904313,707,"Input: ""The problem was that we waited for a long time to get our waitress, we had to ask the bus boy for refills for drinks, and we waited for a long time to pay for our check.""
Terms: 
'waitress'
'drinks'

Output: {""term_sentiments"": [[""waitress"", ""negative""], [""drinks"", ""neutral""]]}
",0.3795220747163106,negative,prompt_multi_term_fewshot,"Example 1:
Input: ""That said, I made sure to pay before we had coffee, so that the server was not waiting on us to pay; and I left a 30% tip, knowing we'd be there for a while.""
Terms: 
'coffee'
'server'
'waiting'

Output: {""term_sentiments"": [[""coffee"", ""neutral""], [""server"", ""negative""], [""waiting"", ""negative""]]}


Example 2:
Input: ""We had at least 10 of the appetizers on the menu, which all were delicious.""
Terms: 
'appetizers'
'menu'

Output: {""term_sentiments"": [[""appetizers"", ""positive""], [""menu"", ""neutral""]]}


Example 3
Input: ""The problem was that we waited for a long time to get our waitress, we had to ask the bus boy for refills for drinks, and we waited for a long time to pay for our check.""
Terms: 
'waitress'
'drinks'

Output: {""term_sentiments"": [[""waitress"", ""negative""], [""drinks"", ""neutral""]]}

    
Task:
Input: We hunted the waitress to at least pay for the drinks.
Terms: 
'waitress'
'drinks'

Prompt: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'. 
Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON."
147,147,57,147,We hunted the waitress to at least pay for the drinks.,drinks,neutral,4387,"Input: ""That said, I made sure to pay before we had coffee, so that the server was not waiting on us to pay; and I left a 30% tip, knowing we'd be there for a while.""
Terms: 
'coffee'
'server'
'waiting'

Output: {""term_sentiments"": [[""coffee"", ""neutral""], [""server"", ""negative""], [""waiting"", ""negative""]]}
",0.3437679857712848,4673,"Input: ""We had at least 10 of the appetizers on the menu, which all were delicious.""
Terms: 
'appetizers'
'menu'

Output: {""term_sentiments"": [[""appetizers"", ""positive""], [""menu"", ""neutral""]]}
",0.3453456440904313,707,"Input: ""The problem was that we waited for a long time to get our waitress, we had to ask the bus boy for refills for drinks, and we waited for a long time to pay for our check.""
Terms: 
'waitress'
'drinks'

Output: {""term_sentiments"": [[""waitress"", ""negative""], [""drinks"", ""neutral""]]}
",0.3795220747163106,neutral,prompt_multi_term_fewshot,"Example 1:
Input: ""That said, I made sure to pay before we had coffee, so that the server was not waiting on us to pay; and I left a 30% tip, knowing we'd be there for a while.""
Terms: 
'coffee'
'server'
'waiting'

Output: {""term_sentiments"": [[""coffee"", ""neutral""], [""server"", ""negative""], [""waiting"", ""negative""]]}


Example 2:
Input: ""We had at least 10 of the appetizers on the menu, which all were delicious.""
Terms: 
'appetizers'
'menu'

Output: {""term_sentiments"": [[""appetizers"", ""positive""], [""menu"", ""neutral""]]}


Example 3
Input: ""The problem was that we waited for a long time to get our waitress, we had to ask the bus boy for refills for drinks, and we waited for a long time to pay for our check.""
Terms: 
'waitress'
'drinks'

Output: {""term_sentiments"": [[""waitress"", ""negative""], [""drinks"", ""neutral""]]}

    
Task:
Input: We hunted the waitress to at least pay for the drinks.
Terms: 
'waitress'
'drinks'

Prompt: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'. 
Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON."
148,148,58,148,"The place was packed and while our food took time to be prepared, our waiter earned points for his sparkling conversation to pass time and for also knowing practically every ingredient of every special under consideration.",food,neutral,4895,"Input: ""The only time the waitress paid any attention to us was when she took our order and at the end of our meal to ask if we wanted dessert (by then we had already packed up our leftovers and were waiting for change from our bill).""
Terms: 
'waitress'
'meal'
'dessert'

Output: {""term_sentiments"": [[""waitress"", ""negative""], [""meal"", ""neutral""], [""dessert"", ""neutral""]]}
",0.2093394023223191,1344,"Input: ""Our waiter took his time taking our drink orders ('97 Italian red was good).""
Terms: 
'waiter'
'drink'

Output: {""term_sentiments"": [[""waiter"", ""positive""], [""drink"", ""neutral""]]}
",0.211774546168315,10596,"Input: ""Not only did we have to flag the waiter down every time for every course or request, but they spilled our drinks twice all over the table - and once was hot tea.""
Terms: 
'waiter'
'drinks'
'tea'

Output: {""term_sentiments"": [[""waiter"", ""negative""], [""drinks"", ""neutral""], [""tea"", ""neutral""]]}
",0.2431406301646715,neutral,prompt_multi_term_fewshot,"Example 1:
Input: ""The only time the waitress paid any attention to us was when she took our order and at the end of our meal to ask if we wanted dessert (by then we had already packed up our leftovers and were waiting for change from our bill).""
Terms: 
'waitress'
'meal'
'dessert'

Output: {""term_sentiments"": [[""waitress"", ""negative""], [""meal"", ""neutral""], [""dessert"", ""neutral""]]}


Example 2:
Input: ""Our waiter took his time taking our drink orders ('97 Italian red was good).""
Terms: 
'waiter'
'drink'

Output: {""term_sentiments"": [[""waiter"", ""positive""], [""drink"", ""neutral""]]}


Example 3
Input: ""Not only did we have to flag the waiter down every time for every course or request, but they spilled our drinks twice all over the table - and once was hot tea.""
Terms: 
'waiter'
'drinks'
'tea'

Output: {""term_sentiments"": [[""waiter"", ""negative""], [""drinks"", ""neutral""], [""tea"", ""neutral""]]}

    
Task:
Input: The place was packed and while our food took time to be prepared, our waiter earned points for his sparkling conversation to pass time and for also knowing practically every ingredient of every special under consideration.
Terms: 
'food'
'waiter'

Prompt: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'. 
Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON."
149,149,58,149,"The place was packed and while our food took time to be prepared, our waiter earned points for his sparkling conversation to pass time and for also knowing practically every ingredient of every special under consideration.",waiter,positive,4895,"Input: ""The only time the waitress paid any attention to us was when she took our order and at the end of our meal to ask if we wanted dessert (by then we had already packed up our leftovers and were waiting for change from our bill).""
Terms: 
'waitress'
'meal'
'dessert'

Output: {""term_sentiments"": [[""waitress"", ""negative""], [""meal"", ""neutral""], [""dessert"", ""neutral""]]}
",0.2093394023223191,1344,"Input: ""Our waiter took his time taking our drink orders ('97 Italian red was good).""
Terms: 
'waiter'
'drink'

Output: {""term_sentiments"": [[""waiter"", ""positive""], [""drink"", ""neutral""]]}
",0.211774546168315,10596,"Input: ""Not only did we have to flag the waiter down every time for every course or request, but they spilled our drinks twice all over the table - and once was hot tea.""
Terms: 
'waiter'
'drinks'
'tea'

Output: {""term_sentiments"": [[""waiter"", ""negative""], [""drinks"", ""neutral""], [""tea"", ""neutral""]]}
",0.2431406301646715,positive,prompt_multi_term_fewshot,"Example 1:
Input: ""The only time the waitress paid any attention to us was when she took our order and at the end of our meal to ask if we wanted dessert (by then we had already packed up our leftovers and were waiting for change from our bill).""
Terms: 
'waitress'
'meal'
'dessert'

Output: {""term_sentiments"": [[""waitress"", ""negative""], [""meal"", ""neutral""], [""dessert"", ""neutral""]]}


Example 2:
Input: ""Our waiter took his time taking our drink orders ('97 Italian red was good).""
Terms: 
'waiter'
'drink'

Output: {""term_sentiments"": [[""waiter"", ""positive""], [""drink"", ""neutral""]]}


Example 3
Input: ""Not only did we have to flag the waiter down every time for every course or request, but they spilled our drinks twice all over the table - and once was hot tea.""
Terms: 
'waiter'
'drinks'
'tea'

Output: {""term_sentiments"": [[""waiter"", ""negative""], [""drinks"", ""neutral""], [""tea"", ""neutral""]]}

    
Task:
Input: The place was packed and while our food took time to be prepared, our waiter earned points for his sparkling conversation to pass time and for also knowing practically every ingredient of every special under consideration.
Terms: 
'food'
'waiter'

Prompt: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'. 
Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON."
150,150,59,150,"The atmosphere's a bit grungy, yes, but the music and the coffee are good.",atmosphere,negative,10877,"Input: ""The atmosphere is classy with salsa music in the background.""
Terms: 
'atmosphere'
'salsa music'

Output: {""term_sentiments"": [[""atmosphere"", ""positive""], [""salsa music"", ""neutral""]]}
",0.286313062458555,4793,"Input: ""Sure, the wait was a bit long for a table, but the service was good and the food was pretty good too.""
Terms: 
'wait'
'food'

Output: {""term_sentiments"": [[""wait"", ""negative""], [""food"", ""positive""]]}
",0.2923263079563287,10582,"Input: ""The music is a little bit louder, but the food is excellent.""
Terms: 
'music'
'food'

Output: {""term_sentiments"": [[""music"", ""negative""], [""food"", ""positive""]]}
",0.350805829803246,negative,prompt_multi_term_fewshot,"Example 1:
Input: ""The atmosphere is classy with salsa music in the background.""
Terms: 
'atmosphere'
'salsa music'

Output: {""term_sentiments"": [[""atmosphere"", ""positive""], [""salsa music"", ""neutral""]]}


Example 2:
Input: ""Sure, the wait was a bit long for a table, but the service was good and the food was pretty good too.""
Terms: 
'wait'
'food'

Output: {""term_sentiments"": [[""wait"", ""negative""], [""food"", ""positive""]]}


Example 3
Input: ""The music is a little bit louder, but the food is excellent.""
Terms: 
'music'
'food'

Output: {""term_sentiments"": [[""music"", ""negative""], [""food"", ""positive""]]}

    
Task:
Input: The atmosphere's a bit grungy, yes, but the music and the coffee are good.
Terms: 
'atmosphere'
'music'
'coffee'

Prompt: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'. 
Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON."
151,151,59,151,"The atmosphere's a bit grungy, yes, but the music and the coffee are good.",music,positive,10877,"Input: ""The atmosphere is classy with salsa music in the background.""
Terms: 
'atmosphere'
'salsa music'

Output: {""term_sentiments"": [[""atmosphere"", ""positive""], [""salsa music"", ""neutral""]]}
",0.286313062458555,4793,"Input: ""Sure, the wait was a bit long for a table, but the service was good and the food was pretty good too.""
Terms: 
'wait'
'food'

Output: {""term_sentiments"": [[""wait"", ""negative""], [""food"", ""positive""]]}
",0.2923263079563287,10582,"Input: ""The music is a little bit louder, but the food is excellent.""
Terms: 
'music'
'food'

Output: {""term_sentiments"": [[""music"", ""negative""], [""food"", ""positive""]]}
",0.350805829803246,positive,prompt_multi_term_fewshot,"Example 1:
Input: ""The atmosphere is classy with salsa music in the background.""
Terms: 
'atmosphere'
'salsa music'

Output: {""term_sentiments"": [[""atmosphere"", ""positive""], [""salsa music"", ""neutral""]]}


Example 2:
Input: ""Sure, the wait was a bit long for a table, but the service was good and the food was pretty good too.""
Terms: 
'wait'
'food'

Output: {""term_sentiments"": [[""wait"", ""negative""], [""food"", ""positive""]]}


Example 3
Input: ""The music is a little bit louder, but the food is excellent.""
Terms: 
'music'
'food'

Output: {""term_sentiments"": [[""music"", ""negative""], [""food"", ""positive""]]}

    
Task:
Input: The atmosphere's a bit grungy, yes, but the music and the coffee are good.
Terms: 
'atmosphere'
'music'
'coffee'

Prompt: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'. 
Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON."
152,152,59,152,"The atmosphere's a bit grungy, yes, but the music and the coffee are good.",coffee,positive,10877,"Input: ""The atmosphere is classy with salsa music in the background.""
Terms: 
'atmosphere'
'salsa music'

Output: {""term_sentiments"": [[""atmosphere"", ""positive""], [""salsa music"", ""neutral""]]}
",0.286313062458555,4793,"Input: ""Sure, the wait was a bit long for a table, but the service was good and the food was pretty good too.""
Terms: 
'wait'
'food'

Output: {""term_sentiments"": [[""wait"", ""negative""], [""food"", ""positive""]]}
",0.2923263079563287,10582,"Input: ""The music is a little bit louder, but the food is excellent.""
Terms: 
'music'
'food'

Output: {""term_sentiments"": [[""music"", ""negative""], [""food"", ""positive""]]}
",0.350805829803246,positive,prompt_multi_term_fewshot,"Example 1:
Input: ""The atmosphere is classy with salsa music in the background.""
Terms: 
'atmosphere'
'salsa music'

Output: {""term_sentiments"": [[""atmosphere"", ""positive""], [""salsa music"", ""neutral""]]}


Example 2:
Input: ""Sure, the wait was a bit long for a table, but the service was good and the food was pretty good too.""
Terms: 
'wait'
'food'

Output: {""term_sentiments"": [[""wait"", ""negative""], [""food"", ""positive""]]}


Example 3
Input: ""The music is a little bit louder, but the food is excellent.""
Terms: 
'music'
'food'

Output: {""term_sentiments"": [[""music"", ""negative""], [""food"", ""positive""]]}

    
Task:
Input: The atmosphere's a bit grungy, yes, but the music and the coffee are good.
Terms: 
'atmosphere'
'music'
'coffee'

Prompt: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'. 
Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON."
153,153,60,153,"We had no problems with our resevations and found the service and the meal well worth a wait, had we run into one.",service,neutral,6321,"Input: ""The waitstaff told us that they had already run out of one of the entrees (before 8 p.""
Terms: 
'waitstaff'
'entrees'

Output: {""term_sentiments"": [[""waitstaff"", ""negative""], [""entrees"", ""neutral""]]}
",0.2738870873137597,6240,"Input: ""Food presented well and the service once we were seated was great but we had a long wait for our table (about half an hour) even though I had pre-booked.""
Terms: 
'Food'
'seated'
'wait'

Output: {""term_sentiments"": [[""Food"", ""positive""], [""seated"", ""positive""], [""wait"", ""negative""]]}
",0.2811353086806993,8818,"Input: ""we had to wait at the bar for a table, but the atmosphere is bustling and is well worth it.""
Terms: 
'bar'
'atmosphere'

Output: {""term_sentiments"": [[""bar"", ""neutral""], [""atmosphere"", ""positive""]]}
",0.3303439442309894,positive,prompt_multi_term_fewshot,"Example 1:
Input: ""The waitstaff told us that they had already run out of one of the entrees (before 8 p.""
Terms: 
'waitstaff'
'entrees'

Output: {""term_sentiments"": [[""waitstaff"", ""negative""], [""entrees"", ""neutral""]]}


Example 2:
Input: ""Food presented well and the service once we were seated was great but we had a long wait for our table (about half an hour) even though I had pre-booked.""
Terms: 
'Food'
'seated'
'wait'

Output: {""term_sentiments"": [[""Food"", ""positive""], [""seated"", ""positive""], [""wait"", ""negative""]]}


Example 3
Input: ""we had to wait at the bar for a table, but the atmosphere is bustling and is well worth it.""
Terms: 
'bar'
'atmosphere'

Output: {""term_sentiments"": [[""bar"", ""neutral""], [""atmosphere"", ""positive""]]}

    
Task:
Input: We had no problems with our resevations and found the service and the meal well worth a wait, had we run into one.
Terms: 
'service'
'meal'
'wait'

Prompt: Analyze the sentiment of specific terms mentioned in a sentence. 
You are required to evaluate whether the sentiment towards each term is 'positive', 'negative', or 'neutral'. 
Return the final result as JSON in the format {""term_sentiments"": ""<a list of [term, sentiment] pairs>""}.
ONLY return the JSON."
