,text_id,term_id,text,term,polarity,polarity_pred,prompt_name,prompt,example1_term_id,example1_prompt,example1_sim_score,example2_term_id,example2_prompt,example2_sim_score,example3_term_id,example3_prompt,example3_sim_score
10,4,10,"Amazing crust (and I hate pizza crust typically), great cheese, sauce isn't too sugary.",pizza crust,negative,positive,prompt_single_term_fewshot,"Example 1:
Input: ""The meat, onions, and cheese were good as was the roll, but I'd go back if I could forego the sauce.""
Term: ""meat""
Output: ""positive""


Example 2:
Input: ""When my brother and I we had too much pizza in New York, we would like to order something else from the menu.""
Term: ""pizza""
Output: ""positive""


Example 3
Input: ""They also have a great deal of 2 cheese slices and a drink for $3.""
Term: ""2 cheese slices""
Output: ""positive""

    
Task:
Input: Amazing crust (and I hate pizza crust typically), great cheese, sauce isn't too sugary.
Prompt: What is the sentiment in the text towards 'pizza crust'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",261,"Input: ""The meat, onions, and cheese were good as was the roll, but I'd go back if I could forego the sauce.""
Term: ""meat""
Output: ""positive""
",0.19823335925733204,40,"Input: ""When my brother and I we had too much pizza in New York, we would like to order something else from the menu.""
Term: ""pizza""
Output: ""positive""
",0.22529167067113182,391,"Input: ""They also have a great deal of 2 cheese slices and a drink for $3.""
Term: ""2 cheese slices""
Output: ""positive""
",0.2378028620993039
11,4,11,"Amazing crust (and I hate pizza crust typically), great cheese, sauce isn't too sugary.",cheese,positive,positive,prompt_single_term_fewshot,"Example 1:
Input: ""The meat, onions, and cheese were good as was the roll, but I'd go back if I could forego the sauce.""
Term: ""meat""
Output: ""positive""


Example 2:
Input: ""When my brother and I we had too much pizza in New York, we would like to order something else from the menu.""
Term: ""pizza""
Output: ""positive""


Example 3
Input: ""They also have a great deal of 2 cheese slices and a drink for $3.""
Term: ""2 cheese slices""
Output: ""positive""

    
Task:
Input: Amazing crust (and I hate pizza crust typically), great cheese, sauce isn't too sugary.
Prompt: What is the sentiment in the text towards 'cheese'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",261,"Input: ""The meat, onions, and cheese were good as was the roll, but I'd go back if I could forego the sauce.""
Term: ""meat""
Output: ""positive""
",0.19823335925733204,40,"Input: ""When my brother and I we had too much pizza in New York, we would like to order something else from the menu.""
Term: ""pizza""
Output: ""positive""
",0.22529167067113182,391,"Input: ""They also have a great deal of 2 cheese slices and a drink for $3.""
Term: ""2 cheese slices""
Output: ""positive""
",0.2378028620993039
12,4,12,"Amazing crust (and I hate pizza crust typically), great cheese, sauce isn't too sugary.",sauce,positive,neutral,prompt_single_term_fewshot,"Example 1:
Input: ""The meat, onions, and cheese were good as was the roll, but I'd go back if I could forego the sauce.""
Term: ""meat""
Output: ""positive""


Example 2:
Input: ""When my brother and I we had too much pizza in New York, we would like to order something else from the menu.""
Term: ""pizza""
Output: ""positive""


Example 3
Input: ""They also have a great deal of 2 cheese slices and a drink for $3.""
Term: ""2 cheese slices""
Output: ""positive""

    
Task:
Input: Amazing crust (and I hate pizza crust typically), great cheese, sauce isn't too sugary.
Prompt: What is the sentiment in the text towards 'sauce'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",261,"Input: ""The meat, onions, and cheese were good as was the roll, but I'd go back if I could forego the sauce.""
Term: ""meat""
Output: ""positive""
",0.19823335925733204,40,"Input: ""When my brother and I we had too much pizza in New York, we would like to order something else from the menu.""
Term: ""pizza""
Output: ""positive""
",0.22529167067113182,391,"Input: ""They also have a great deal of 2 cheese slices and a drink for $3.""
Term: ""2 cheese slices""
Output: ""positive""
",0.2378028620993039
13,5,13,"After being seated took our waiter 10 mintues to get us a menu, 15 minutes to come back for our order, by the time we finally got our food it was almost 1 1/2 hour since getting there.",waiter,negative,negative,prompt_single_term_fewshot,"Example 1:
Input: ""Our waiter seemed to really care about getting us to the show on time, and made some good reccomendations on the menu for doing it.""
Term: ""waiter""
Output: ""positive""


Example 2:
Input: ""After being ignored by our waiter we complained to the manager who assured us everything would improve.""
Term: ""waiter""
Output: ""negative""


Example 3
Input: ""about 10 minutes apart each, so we were all eating cold eggs by the time we got our food.""
Term: ""eggs""
Output: ""negative""

    
Task:
Input: After being seated took our waiter 10 mintues to get us a menu, 15 minutes to come back for our order, by the time we finally got our food it was almost 1 1/2 hour since getting there.
Prompt: What is the sentiment in the text towards 'waiter'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",133,"Input: ""Our waiter seemed to really care about getting us to the show on time, and made some good reccomendations on the menu for doing it.""
Term: ""waiter""
Output: ""positive""
",0.27805508305726784,242,"Input: ""After being ignored by our waiter we complained to the manager who assured us everything would improve.""
Term: ""waiter""
Output: ""negative""
",0.2810239554413284,268,"Input: ""about 10 minutes apart each, so we were all eating cold eggs by the time we got our food.""
Term: ""eggs""
Output: ""negative""
",0.3017348666019922
14,5,14,"After being seated took our waiter 10 mintues to get us a menu, 15 minutes to come back for our order, by the time we finally got our food it was almost 1 1/2 hour since getting there.",menu,neutral,negative,prompt_single_term_fewshot,"Example 1:
Input: ""Our waiter seemed to really care about getting us to the show on time, and made some good reccomendations on the menu for doing it.""
Term: ""waiter""
Output: ""positive""


Example 2:
Input: ""After being ignored by our waiter we complained to the manager who assured us everything would improve.""
Term: ""waiter""
Output: ""negative""


Example 3
Input: ""about 10 minutes apart each, so we were all eating cold eggs by the time we got our food.""
Term: ""eggs""
Output: ""negative""

    
Task:
Input: After being seated took our waiter 10 mintues to get us a menu, 15 minutes to come back for our order, by the time we finally got our food it was almost 1 1/2 hour since getting there.
Prompt: What is the sentiment in the text towards 'menu'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",133,"Input: ""Our waiter seemed to really care about getting us to the show on time, and made some good reccomendations on the menu for doing it.""
Term: ""waiter""
Output: ""positive""
",0.27805508305726784,242,"Input: ""After being ignored by our waiter we complained to the manager who assured us everything would improve.""
Term: ""waiter""
Output: ""negative""
",0.2810239554413284,268,"Input: ""about 10 minutes apart each, so we were all eating cold eggs by the time we got our food.""
Term: ""eggs""
Output: ""negative""
",0.3017348666019922
15,5,15,"After being seated took our waiter 10 mintues to get us a menu, 15 minutes to come back for our order, by the time we finally got our food it was almost 1 1/2 hour since getting there.",food,neutral,negative,prompt_single_term_fewshot,"Example 1:
Input: ""Our waiter seemed to really care about getting us to the show on time, and made some good reccomendations on the menu for doing it.""
Term: ""waiter""
Output: ""positive""


Example 2:
Input: ""After being ignored by our waiter we complained to the manager who assured us everything would improve.""
Term: ""waiter""
Output: ""negative""


Example 3
Input: ""about 10 minutes apart each, so we were all eating cold eggs by the time we got our food.""
Term: ""eggs""
Output: ""negative""

    
Task:
Input: After being seated took our waiter 10 mintues to get us a menu, 15 minutes to come back for our order, by the time we finally got our food it was almost 1 1/2 hour since getting there.
Prompt: What is the sentiment in the text towards 'food'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",133,"Input: ""Our waiter seemed to really care about getting us to the show on time, and made some good reccomendations on the menu for doing it.""
Term: ""waiter""
Output: ""positive""
",0.27805508305726784,242,"Input: ""After being ignored by our waiter we complained to the manager who assured us everything would improve.""
Term: ""waiter""
Output: ""negative""
",0.2810239554413284,268,"Input: ""about 10 minutes apart each, so we were all eating cold eggs by the time we got our food.""
Term: ""eggs""
Output: ""negative""
",0.3017348666019922
16,6,16,The eggplant parmasean was AWESOME (I don't even like eggplant) but my main course was just ok (shrimp with pasta).,eggplant parmasean,positive,positive,prompt_single_term_fewshot,"Example 1:
Input: ""Went with a girlfriend, waited for over an hour while we had drinks, food was ok, service was terrible.""
Term: ""drinks""
Output: ""neutral""


Example 2:
Input: ""I love the shrimp summer role, chicken kabob's, and all the chicken and shrimp dishes.""
Term: ""shrimp summer role""
Output: ""positive""


Example 3
Input: ""For the main course, try out the Beef Negimaki.""
Term: ""main course""
Output: ""neutral""

    
Task:
Input: The eggplant parmasean was AWESOME (I don't even like eggplant) but my main course was just ok (shrimp with pasta).
Prompt: What is the sentiment in the text towards 'eggplant parmasean'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",186,"Input: ""Went with a girlfriend, waited for over an hour while we had drinks, food was ok, service was terrible.""
Term: ""drinks""
Output: ""neutral""
",0.20298487906413826,298,"Input: ""I love the shrimp summer role, chicken kabob's, and all the chicken and shrimp dishes.""
Term: ""shrimp summer role""
Output: ""positive""
",0.2134801637990547,412,"Input: ""For the main course, try out the Beef Negimaki.""
Term: ""main course""
Output: ""neutral""
",0.21966979092246236
17,6,17,The eggplant parmasean was AWESOME (I don't even like eggplant) but my main course was just ok (shrimp with pasta).,main course,neutral,negative,prompt_single_term_fewshot,"Example 1:
Input: ""Went with a girlfriend, waited for over an hour while we had drinks, food was ok, service was terrible.""
Term: ""drinks""
Output: ""neutral""


Example 2:
Input: ""I love the shrimp summer role, chicken kabob's, and all the chicken and shrimp dishes.""
Term: ""shrimp summer role""
Output: ""positive""


Example 3
Input: ""For the main course, try out the Beef Negimaki.""
Term: ""main course""
Output: ""neutral""

    
Task:
Input: The eggplant parmasean was AWESOME (I don't even like eggplant) but my main course was just ok (shrimp with pasta).
Prompt: What is the sentiment in the text towards 'main course'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",186,"Input: ""Went with a girlfriend, waited for over an hour while we had drinks, food was ok, service was terrible.""
Term: ""drinks""
Output: ""neutral""
",0.20298487906413826,298,"Input: ""I love the shrimp summer role, chicken kabob's, and all the chicken and shrimp dishes.""
Term: ""shrimp summer role""
Output: ""positive""
",0.2134801637990547,412,"Input: ""For the main course, try out the Beef Negimaki.""
Term: ""main course""
Output: ""neutral""
",0.21966979092246236
18,6,18,The eggplant parmasean was AWESOME (I don't even like eggplant) but my main course was just ok (shrimp with pasta).,shrimp with pasta,neutral,neutral,prompt_single_term_fewshot,"Example 1:
Input: ""Went with a girlfriend, waited for over an hour while we had drinks, food was ok, service was terrible.""
Term: ""drinks""
Output: ""neutral""


Example 2:
Input: ""I love the shrimp summer role, chicken kabob's, and all the chicken and shrimp dishes.""
Term: ""shrimp summer role""
Output: ""positive""


Example 3
Input: ""For the main course, try out the Beef Negimaki.""
Term: ""main course""
Output: ""neutral""

    
Task:
Input: The eggplant parmasean was AWESOME (I don't even like eggplant) but my main course was just ok (shrimp with pasta).
Prompt: What is the sentiment in the text towards 'shrimp with pasta'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",186,"Input: ""Went with a girlfriend, waited for over an hour while we had drinks, food was ok, service was terrible.""
Term: ""drinks""
Output: ""neutral""
",0.20298487906413826,298,"Input: ""I love the shrimp summer role, chicken kabob's, and all the chicken and shrimp dishes.""
Term: ""shrimp summer role""
Output: ""positive""
",0.2134801637990547,412,"Input: ""For the main course, try out the Beef Negimaki.""
Term: ""main course""
Output: ""neutral""
",0.21966979092246236
19,7,19,"Ive been to Jacques-Imo in New Orleans, the wait is long (3+ hours) but the food and service more than makes up for it.",wait,negative,negative,prompt_single_term_fewshot,"Example 1:
Input: ""Food was much better than the average Indian place in the area, and more interesting.""
Term: ""Food""
Output: ""positive""


Example 2:
Input: ""Been here a few times and food has always been good but service really suffers when it gets crowded.""
Term: ""food""
Output: ""positive""


Example 3
Input: ""Ok I got the edamame and something from the sushi chef for free, but the quality of food is more important to me than a free small dish (maybe that's why the restaurant gives it to attact new customers.""
Term: ""edamame""
Output: ""neutral""

    
Task:
Input: Ive been to Jacques-Imo in New Orleans, the wait is long (3+ hours) but the food and service more than makes up for it.
Prompt: What is the sentiment in the text towards 'wait'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word.",259,"Input: ""Food was much better than the average Indian place in the area, and more interesting.""
Term: ""Food""
Output: ""positive""
",0.2444382281267364,325,"Input: ""Been here a few times and food has always been good but service really suffers when it gets crowded.""
Term: ""food""
Output: ""positive""
",0.26089891556035416,29,"Input: ""Ok I got the edamame and something from the sushi chef for free, but the quality of food is more important to me than a free small dish (maybe that's why the restaurant gives it to attact new customers.""
Term: ""edamame""
Output: ""neutral""
",0.27647902854534795
