,text_id,term_id,text,term,polarity,polarity_pred,prompt_name,prompt
27,9,27,"I ordered the fried catfish, which had very little to no seasoning, the yams, and mac and cheese which were just okay.",yams,positive,neutral,prompt_3_zeroshot_single_term,"I ordered the fried catfish, which had very little to no seasoning, the yams, and mac and cheese which were just okay.

    What is the sentiment on 'yams'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
28,9,28,"I ordered the fried catfish, which had very little to no seasoning, the yams, and mac and cheese which were just okay.",mac and cheese,positive,neutral,prompt_3_zeroshot_single_term,"I ordered the fried catfish, which had very little to no seasoning, the yams, and mac and cheese which were just okay.

    What is the sentiment on 'mac and cheese'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
29,10,29,"Ok I got the edamame and something from the sushi chef for free, but the quality of food is more important to me than a free small dish (maybe that's why the restaurant gives it to attact new customers.",edamame,neutral,neutral,prompt_3_zeroshot_single_term,"Ok I got the edamame and something from the sushi chef for free, but the quality of food is more important to me than a free small dish (maybe that's why the restaurant gives it to attact new customers.

    What is the sentiment on 'edamame'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
30,10,30,"Ok I got the edamame and something from the sushi chef for free, but the quality of food is more important to me than a free small dish (maybe that's why the restaurant gives it to attact new customers.",sushi chef,positive,neutral,prompt_3_zeroshot_single_term,"Ok I got the edamame and something from the sushi chef for free, but the quality of food is more important to me than a free small dish (maybe that's why the restaurant gives it to attact new customers.

    What is the sentiment on 'sushi chef'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
31,10,31,"Ok I got the edamame and something from the sushi chef for free, but the quality of food is more important to me than a free small dish (maybe that's why the restaurant gives it to attact new customers.",quality of food,positive,positive,prompt_3_zeroshot_single_term,"Ok I got the edamame and something from the sushi chef for free, but the quality of food is more important to me than a free small dish (maybe that's why the restaurant gives it to attact new customers.

    What is the sentiment on 'quality of food'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
32,10,32,"Ok I got the edamame and something from the sushi chef for free, but the quality of food is more important to me than a free small dish (maybe that's why the restaurant gives it to attact new customers.",dish,positive,neutral,prompt_3_zeroshot_single_term,"Ok I got the edamame and something from the sushi chef for free, but the quality of food is more important to me than a free small dish (maybe that's why the restaurant gives it to attact new customers.

    What is the sentiment on 'dish'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
33,11,33,"While dining on a delicate lamb carpaccio, and grilled skate wing, the owner explained that due to low lunch-time patronage, they may be discontinuing lunch altogether.",dining,neutral,neutral,prompt_3_zeroshot_single_term,"While dining on a delicate lamb carpaccio, and grilled skate wing, the owner explained that due to low lunch-time patronage, they may be discontinuing lunch altogether.

    What is the sentiment on 'dining'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
34,11,34,"While dining on a delicate lamb carpaccio, and grilled skate wing, the owner explained that due to low lunch-time patronage, they may be discontinuing lunch altogether.",owner,negative,neutral,prompt_3_zeroshot_single_term,"While dining on a delicate lamb carpaccio, and grilled skate wing, the owner explained that due to low lunch-time patronage, they may be discontinuing lunch altogether.

    What is the sentiment on 'owner'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
35,12,35,the service was slow took ten mins to get me a glass of water.,service,negative,negative,prompt_3_zeroshot_single_term,"the service was slow took ten mins to get me a glass of water.

    What is the sentiment on 'service'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
36,12,36,the service was slow took ten mins to get me a glass of water.,glass,neutral,neutral,prompt_3_zeroshot_single_term,"the service was slow took ten mins to get me a glass of water.

    What is the sentiment on 'glass'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
37,12,37,the service was slow took ten mins to get me a glass of water.,water,neutral,negative,prompt_3_zeroshot_single_term,"the service was slow took ten mins to get me a glass of water.

    What is the sentiment on 'water'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
38,13,38,"We preferred to gaze at our burgers while avoiding having to look at the wait staff, but no complaints.",burgers,neutral,neutral,prompt_3_zeroshot_single_term,"We preferred to gaze at our burgers while avoiding having to look at the wait staff, but no complaints.

    What is the sentiment on 'burgers'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
39,13,39,"We preferred to gaze at our burgers while avoiding having to look at the wait staff, but no complaints.",wait staff,negative,neutral,prompt_3_zeroshot_single_term,"We preferred to gaze at our burgers while avoiding having to look at the wait staff, but no complaints.

    What is the sentiment on 'wait staff'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
40,14,40,"When my brother and I we had too much pizza in New York, we would like to order something else from the menu.",pizza,positive,positive,prompt_3_zeroshot_single_term,"When my brother and I we had too much pizza in New York, we would like to order something else from the menu.

    What is the sentiment on 'pizza'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
41,14,41,"When my brother and I we had too much pizza in New York, we would like to order something else from the menu.",menu,neutral,neutral,prompt_3_zeroshot_single_term,"When my brother and I we had too much pizza in New York, we would like to order something else from the menu.

    What is the sentiment on 'menu'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
42,15,42,"About 10 of us came here for drinks last friday, the atmosphere was good for chatting and hanging out, but not enough lounge or bar space, they should open up the back area w/ more loungable chairs or booths if they want to catch any after dinner sort of bar crowd.",drinks,neutral,positive,prompt_3_zeroshot_single_term,"About 10 of us came here for drinks last friday, the atmosphere was good for chatting and hanging out, but not enough lounge or bar space, they should open up the back area w/ more loungable chairs or booths if they want to catch any after dinner sort of bar crowd.

    What is the sentiment on 'drinks'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
43,15,43,"About 10 of us came here for drinks last friday, the atmosphere was good for chatting and hanging out, but not enough lounge or bar space, they should open up the back area w/ more loungable chairs or booths if they want to catch any after dinner sort of bar crowd.",atmosphere,positive,positive,prompt_3_zeroshot_single_term,"About 10 of us came here for drinks last friday, the atmosphere was good for chatting and hanging out, but not enough lounge or bar space, they should open up the back area w/ more loungable chairs or booths if they want to catch any after dinner sort of bar crowd.

    What is the sentiment on 'atmosphere'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
44,15,44,"About 10 of us came here for drinks last friday, the atmosphere was good for chatting and hanging out, but not enough lounge or bar space, they should open up the back area w/ more loungable chairs or booths if they want to catch any after dinner sort of bar crowd.",lounge,neutral,neutral,prompt_3_zeroshot_single_term,"About 10 of us came here for drinks last friday, the atmosphere was good for chatting and hanging out, but not enough lounge or bar space, they should open up the back area w/ more loungable chairs or booths if they want to catch any after dinner sort of bar crowd.

    What is the sentiment on 'lounge'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
45,15,45,"About 10 of us came here for drinks last friday, the atmosphere was good for chatting and hanging out, but not enough lounge or bar space, they should open up the back area w/ more loungable chairs or booths if they want to catch any after dinner sort of bar crowd.",dinner,neutral,neutral,prompt_3_zeroshot_single_term,"About 10 of us came here for drinks last friday, the atmosphere was good for chatting and hanging out, but not enough lounge or bar space, they should open up the back area w/ more loungable chairs or booths if they want to catch any after dinner sort of bar crowd.

    What is the sentiment on 'dinner'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
46,15,46,"About 10 of us came here for drinks last friday, the atmosphere was good for chatting and hanging out, but not enough lounge or bar space, they should open up the back area w/ more loungable chairs or booths if they want to catch any after dinner sort of bar crowd.",bar crowd,neutral,neutral,prompt_3_zeroshot_single_term,"About 10 of us came here for drinks last friday, the atmosphere was good for chatting and hanging out, but not enough lounge or bar space, they should open up the back area w/ more loungable chairs or booths if they want to catch any after dinner sort of bar crowd.

    What is the sentiment on 'bar crowd'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
47,16,47,"When we went to dinner here, the place was empty, which should have been a clue.",dinner,neutral,negative,prompt_3_zeroshot_single_term,"When we went to dinner here, the place was empty, which should have been a clue.

    What is the sentiment on 'dinner'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
48,16,48,"When we went to dinner here, the place was empty, which should have been a clue.",place,negative,neutral,prompt_3_zeroshot_single_term,"When we went to dinner here, the place was empty, which should have been a clue.

    What is the sentiment on 'place'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
49,17,49,The other two entrees that were ordered were very large portions.,entrees,neutral,neutral,prompt_3_zeroshot_single_term,"The other two entrees that were ordered were very large portions.

    What is the sentiment on 'entrees'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
50,17,50,The other two entrees that were ordered were very large portions.,portions,positive,neutral,prompt_3_zeroshot_single_term,"The other two entrees that were ordered were very large portions.

    What is the sentiment on 'portions'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
51,18,51,Try the olive cream cheese or the lox spread on a whole wheat everything bagel.,olive cream cheese,positive,neutral,prompt_3_zeroshot_single_term,"Try the olive cream cheese or the lox spread on a whole wheat everything bagel.

    What is the sentiment on 'olive cream cheese'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
52,18,52,Try the olive cream cheese or the lox spread on a whole wheat everything bagel.,lox spread,positive,positive,prompt_3_zeroshot_single_term,"Try the olive cream cheese or the lox spread on a whole wheat everything bagel.

    What is the sentiment on 'lox spread'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
53,18,53,Try the olive cream cheese or the lox spread on a whole wheat everything bagel.,bagel,neutral,neutral,prompt_3_zeroshot_single_term,"Try the olive cream cheese or the lox spread on a whole wheat everything bagel.

    What is the sentiment on 'bagel'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
54,19,54,"When I asked the waitress, she told me they couldn't afford the salmon, and had changed the dish (though not on the menu).",waitress,neutral,neutral,prompt_3_zeroshot_single_term,"When I asked the waitress, she told me they couldn't afford the salmon, and had changed the dish (though not on the menu).

    What is the sentiment on 'waitress'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
55,19,55,"When I asked the waitress, she told me they couldn't afford the salmon, and had changed the dish (though not on the menu).",salmon,negative,negative,prompt_3_zeroshot_single_term,"When I asked the waitress, she told me they couldn't afford the salmon, and had changed the dish (though not on the menu).

    What is the sentiment on 'salmon'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
56,19,56,"When I asked the waitress, she told me they couldn't afford the salmon, and had changed the dish (though not on the menu).",dish,neutral,neutral,prompt_3_zeroshot_single_term,"When I asked the waitress, she told me they couldn't afford the salmon, and had changed the dish (though not on the menu).

    What is the sentiment on 'dish'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
57,20,57,There were a lot of scensters who couldnt afford dinner hanging in the waiting area so we got bumped around a lot.,dinner,negative,negative,prompt_3_zeroshot_single_term,"There were a lot of scensters who couldnt afford dinner hanging in the waiting area so we got bumped around a lot.

    What is the sentiment on 'dinner'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
58,20,58,There were a lot of scensters who couldnt afford dinner hanging in the waiting area so we got bumped around a lot.,waiting area,neutral,negative,prompt_3_zeroshot_single_term,"There were a lot of scensters who couldnt afford dinner hanging in the waiting area so we got bumped around a lot.

    What is the sentiment on 'waiting area'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
59,21,59,"For the price ($8), the quality of the buffet is great!",price,neutral,positive,prompt_3_zeroshot_single_term,"For the price ($8), the quality of the buffet is great!

    What is the sentiment on 'price'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
60,21,60,"For the price ($8), the quality of the buffet is great!",quality of the buffet,positive,positive,prompt_3_zeroshot_single_term,"For the price ($8), the quality of the buffet is great!

    What is the sentiment on 'quality of the buffet'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
61,22,61,The Food The menu features a wide array of Hawaiian- and Asian-flavored appetizers and entrees.,Food,neutral,neutral,prompt_3_zeroshot_single_term,"The Food The menu features a wide array of Hawaiian- and Asian-flavored appetizers and entrees.

    What is the sentiment on 'Food'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
62,22,62,The Food The menu features a wide array of Hawaiian- and Asian-flavored appetizers and entrees.,array,positive,neutral,prompt_3_zeroshot_single_term,"The Food The menu features a wide array of Hawaiian- and Asian-flavored appetizers and entrees.

    What is the sentiment on 'array'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
63,22,63,The Food The menu features a wide array of Hawaiian- and Asian-flavored appetizers and entrees.,appetizers,positive,neutral,prompt_3_zeroshot_single_term,"The Food The menu features a wide array of Hawaiian- and Asian-flavored appetizers and entrees.

    What is the sentiment on 'appetizers'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
64,23,64,seems everyone ordered sushi there were tons of delivery orders (we can tell as we sat near the back).,sushi,neutral,neutral,prompt_3_zeroshot_single_term,"seems everyone ordered sushi there were tons of delivery orders (we can tell as we sat near the back).

    What is the sentiment on 'sushi'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
65,23,65,seems everyone ordered sushi there were tons of delivery orders (we can tell as we sat near the back).,delivery,positive,neutral,prompt_3_zeroshot_single_term,"seems everyone ordered sushi there were tons of delivery orders (we can tell as we sat near the back).

    What is the sentiment on 'delivery'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
66,24,66,"A 3 course-meal took 2 1/2 hours, including 20 - 30 minutes waiting to get the check after dessert.",waiting,negative,negative,prompt_3_zeroshot_single_term,"A 3 course-meal took 2 1/2 hours, including 20 - 30 minutes waiting to get the check after dessert.

    What is the sentiment on 'waiting'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
67,24,67,"A 3 course-meal took 2 1/2 hours, including 20 - 30 minutes waiting to get the check after dessert.",dessert,neutral,neutral,prompt_3_zeroshot_single_term,"A 3 course-meal took 2 1/2 hours, including 20 - 30 minutes waiting to get the check after dessert.

    What is the sentiment on 'dessert'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
68,25,68,Bernard is a great host; it didn't bother me a bit that he recited the entire menu to my wife.,host,positive,positive,prompt_3_zeroshot_single_term,"Bernard is a great host; it didn't bother me a bit that he recited the entire menu to my wife.

    What is the sentiment on 'host'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
69,25,69,Bernard is a great host; it didn't bother me a bit that he recited the entire menu to my wife.,menu,neutral,neutral,prompt_3_zeroshot_single_term,"Bernard is a great host; it didn't bother me a bit that he recited the entire menu to my wife.

    What is the sentiment on 'menu'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
70,26,70,Ive had better burgers and fries at the local dinner in my neighborhood: 3 guys dinner on 96th and Madison Avenue.,burgers,positive,neutral,prompt_3_zeroshot_single_term,"Ive had better burgers and fries at the local dinner in my neighborhood: 3 guys dinner on 96th and Madison Avenue.

    What is the sentiment on 'burgers'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
71,26,71,Ive had better burgers and fries at the local dinner in my neighborhood: 3 guys dinner on 96th and Madison Avenue.,fries,positive,positive,prompt_3_zeroshot_single_term,"Ive had better burgers and fries at the local dinner in my neighborhood: 3 guys dinner on 96th and Madison Avenue.

    What is the sentiment on 'fries'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
72,26,72,Ive had better burgers and fries at the local dinner in my neighborhood: 3 guys dinner on 96th and Madison Avenue.,local dinner,neutral,neutral,prompt_3_zeroshot_single_term,"Ive had better burgers and fries at the local dinner in my neighborhood: 3 guys dinner on 96th and Madison Avenue.

    What is the sentiment on 'local dinner'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
73,27,73,"We were so excited since I was reading great review of this place, however we were disappointed with the taste of the food.",place,negative,negative,prompt_3_zeroshot_single_term,"We were so excited since I was reading great review of this place, however we were disappointed with the taste of the food.

    What is the sentiment on 'place'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
74,27,74,"We were so excited since I was reading great review of this place, however we were disappointed with the taste of the food.",taste,neutral,negative,prompt_3_zeroshot_single_term,"We were so excited since I was reading great review of this place, however we were disappointed with the taste of the food.

    What is the sentiment on 'taste'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
75,27,75,"We were so excited since I was reading great review of this place, however we were disappointed with the taste of the food.",food,positive,negative,prompt_3_zeroshot_single_term,"We were so excited since I was reading great review of this place, however we were disappointed with the taste of the food.

    What is the sentiment on 'food'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
76,28,76,"Also, they upped their prices, so I have their old menu, and was surprised when my bill came to over $5 more than it used to (I know, not a huge deal).",prices,negative,negative,prompt_3_zeroshot_single_term,"Also, they upped their prices, so I have their old menu, and was surprised when my bill came to over $5 more than it used to (I know, not a huge deal).

    What is the sentiment on 'prices'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
77,28,77,"Also, they upped their prices, so I have their old menu, and was surprised when my bill came to over $5 more than it used to (I know, not a huge deal).",menu,neutral,negative,prompt_3_zeroshot_single_term,"Also, they upped their prices, so I have their old menu, and was surprised when my bill came to over $5 more than it used to (I know, not a huge deal).

    What is the sentiment on 'menu'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
78,28,78,"Also, they upped their prices, so I have their old menu, and was surprised when my bill came to over $5 more than it used to (I know, not a huge deal).",bill,neutral,negative,prompt_3_zeroshot_single_term,"Also, they upped their prices, so I have their old menu, and was surprised when my bill came to over $5 more than it used to (I know, not a huge deal).

    What is the sentiment on 'bill'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
79,29,79,"If people are late, you could lose your reservation and/or the staff does pressure you to start ordering even if your whole party hasnt arrived.",reservation,neutral,negative,prompt_3_zeroshot_single_term,"If people are late, you could lose your reservation and/or the staff does pressure you to start ordering even if your whole party hasnt arrived.

    What is the sentiment on 'reservation'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
80,29,80,"If people are late, you could lose your reservation and/or the staff does pressure you to start ordering even if your whole party hasnt arrived.",staff,negative,negative,prompt_3_zeroshot_single_term,"If people are late, you could lose your reservation and/or the staff does pressure you to start ordering even if your whole party hasnt arrived.

    What is the sentiment on 'staff'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
81,30,81,Seating is usually very prompt but expect a wait at peak times such as Sunday Brunch.,wait,negative,negative,prompt_3_zeroshot_single_term,"Seating is usually very prompt but expect a wait at peak times such as Sunday Brunch.

    What is the sentiment on 'wait'? Only respond with ""positive"", ""negative"" or ""neutral"" as one word."
